date_key,date,day,day_name,day_of_week,week_of_year,month,month_name,quarter,year,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end
20241021,2024-10-21,21,Monday,1,43,10,October,Q4,2024,False,False,False,False,False,False,False
20241022,2024-10-22,22,Tuesday,2,43,10,October,Q4,2024,False,False,False,False,False,False,False
20241023,2024-10-23,23,Wednesday,3,43,10,October,Q4,2024,False,False,False,False,False,False,False
20241024,2024-10-24,24,Thursday,4,43,10,October,Q4,2024,False,False,False,False,False,False,False
20241025,2024-10-25,25,Friday,5,43,10,October,Q4,2024,False,False,False,False,False,False,False
20241026,2024-10-26,26,Saturday,6,43,10,October,Q4,2024,True,False,False,False,False,False,False
20241027,2024-10-27,27,Sunday,7,43,10,October,Q4,2024,True,False,False,False,False,False,False
20241028,2024-10-28,28,Monday,1,44,10,October,Q4,2024,False,False,False,False,False,False,False
20241029,2024-10-29,29,Tuesday,2,44,10,October,Q4,2024,False,False,False,False,False,False,False
20241030,2024-10-30,30,Wednesday,3,44,10,October,Q4,2024,False,False,False,False,False,False,False
20241031,2024-10-31,31,Thursday,4,44,10,October,Q4,2024,False,False,True,False,False,False,False
20241101,2024-11-01,1,Friday,5,44,11,November,Q4,2024,False,True,False,False,False,False,False
20241102,2024-11-02,2,Saturday,6,44,11,November,Q4,2024,True,False,False,False,False,False,False
20241103,2024-11-03,3,Sunday,7,44,11,November,Q4,2024,True,False,False,False,False,False,False
20241104,2024-11-04,4,Monday,1,45,11,November,Q4,2024,False,False,False,False,False,False,False
20241105,2024-11-05,5,Tuesday,2,45,11,November,Q4,2024,False,False,False,False,False,False,False
20241106,2024-11-06,6,Wednesday,3,45,11,November,Q4,2024,False,False,False,False,False,False,False
20241107,2024-11-07,7,Thursday,4,45,11,November,Q4,2024,False,False,False,False,False,False,False
20241108,2024-11-08,8,Friday,5,45,11,November,Q4,2024,False,False,False,False,False,False,False
20241109,2024-11-09,9,Saturday,6,45,11,November,Q4,2024,True,False,False,False,False,False,False
20241110,2024-11-10,10,Sunday,7,45,11,November,Q4,2024,True,False,False,False,False,False,False
20241111,2024-11-11,11,Monday,1,46,11,November,Q4,2024,False,False,False,False,False,False,False
20241112,2024-11-12,12,Tuesday,2,46,11,November,Q4,2024,False,False,False,False,False,False,False
20241113,2024-11-13,13,Wednesday,3,46,11,November,Q4,2024,False,False,False,False,False,False,False
20241114,2024-11-14,14,Thursday,4,46,11,November,Q4,2024,False,False,False,False,False,False,False
20241115,2024-11-15,15,Friday,5,46,11,November,Q4,2024,False,False,False,False,False,False,False
20241116,2024-11-16,16,Saturday,6,46,11,November,Q4,2024,True,False,False,False,False,False,False
20241117,2024-11-17,17,Sunday,7,46,11,November,Q4,2024,True,False,False,False,False,False,False
20241118,2024-11-18,18,Monday,1,47,11,November,Q4,2024,False,False,False,False,False,False,False
20241119,2024-11-19,19,Tuesday,2,47,11,November,Q4,2024,False,False,False,False,False,False,False
20241120,2024-11-20,20,Wednesday,3,47,11,November,Q4,2024,False,False,False,False,False,False,False
20241121,2024-11-21,21,Thursday,4,47,11,November,Q4,2024,False,False,False,False,False,False,False
20241122,2024-11-22,22,Friday,5,47,11,November,Q4,2024,False,False,False,False,False,False,False
20241123,2024-11-23,23,Saturday,6,47,11,November,Q4,2024,True,False,False,False,False,False,False
20241124,2024-11-24,24,Sunday,7,47,11,November,Q4,2024,True,False,False,False,False,False,False
20241125,2024-11-25,25,Monday,1,48,11,November,Q4,2024,False,False,False,False,False,False,False
20241126,2024-11-26,26,Tuesday,2,48,11,November,Q4,2024,False,False,False,False,False,False,False
20241127,2024-11-27,27,Wednesday,3,48,11,November,Q4,2024,False,False,False,False,False,False,False
20241128,2024-11-28,28,Thursday,4,48,11,November,Q4,2024,False,False,False,False,False,False,False
20241129,2024-11-29,29,Friday,5,48,11,November,Q4,2024,False,False,False,False,False,False,False
20241130,2024-11-30,30,Saturday,6,48,11,November,Q4,2024,True,False,True,False,False,False,False
20241201,2024-12-01,1,Sunday,7,48,12,December,Q4,2024,True,True,False,False,False,False,False
20241202,2024-12-02,2,Monday,1,49,12,December,Q4,2024,False,False,False,False,False,False,False
20241203,2024-12-03,3,Tuesday,2,49,12,December,Q4,2024,False,False,False,False,False,False,False
20241204,2024-12-04,4,Wednesday,3,49,12,December,Q4,2024,False,False,False,False,False,False,False
20241205,2024-12-05,5,Thursday,4,49,12,December,Q4,2024,False,False,False,False,False,False,False
20241206,2024-12-06,6,Friday,5,49,12,December,Q4,2024,False,False,False,False,False,False,False
20241207,2024-12-07,7,Saturday,6,49,12,December,Q4,2024,True,False,False,False,False,False,False
20241208,2024-12-08,8,Sunday,7,49,12,December,Q4,2024,True,False,False,False,False,False,False
20241209,2024-12-09,9,Monday,1,50,12,December,Q4,2024,False,False,False,False,False,False,False
20241210,2024-12-10,10,Tuesday,2,50,12,December,Q4,2024,False,False,False,False,False,False,False
20241211,2024-12-11,11,Wednesday,3,50,12,December,Q4,2024,False,False,False,False,False,False,False
20241212,2024-12-12,12,Thursday,4,50,12,December,Q4,2024,False,False,False,False,False,False,False
20241213,2024-12-13,13,Friday,5,50,12,December,Q4,2024,False,False,False,False,False,False,False
20241214,2024-12-14,14,Saturday,6,50,12,December,Q4,2024,True,False,False,False,False,False,False
20241215,2024-12-15,15,Sunday,7,50,12,December,Q4,2024,True,False,False,False,False,False,False
20241216,2024-12-16,16,Monday,1,51,12,December,Q4,2024,False,False,False,False,False,False,False
20241217,2024-12-17,17,Tuesday,2,51,12,December,Q4,2024,False,False,False,False,False,False,False
20241218,2024-12-18,18,Wednesday,3,51,12,December,Q4,2024,False,False,False,False,False,False,False
20241219,2024-12-19,19,Thursday,4,51,12,December,Q4,2024,False,False,False,False,False,False,False
20241220,2024-12-20,20,Friday,5,51,12,December,Q4,2024,False,False,False,False,False,False,False
20241221,2024-12-21,21,Saturday,6,51,12,December,Q4,2024,True,False,False,False,False,False,False
20241222,2024-12-22,22,Sunday,7,51,12,December,Q4,2024,True,False,False,False,False,False,False
20241223,2024-12-23,23,Monday,1,52,12,December,Q4,2024,False,False,False,False,False,False,False
20241224,2024-12-24,24,Tuesday,2,52,12,December,Q4,2024,False,False,False,False,False,False,False
20241225,2024-12-25,25,Wednesday,3,52,12,December,Q4,2024,False,False,False,False,False,False,False
20241226,2024-12-26,26,Thursday,4,52,12,December,Q4,2024,False,False,False,False,False,False,False
20241227,2024-12-27,27,Friday,5,52,12,December,Q4,2024,False,False,False,False,False,False,False
20241228,2024-12-28,28,Saturday,6,52,12,December,Q4,2024,True,False,False,False,False,False,False
20241229,2024-12-29,29,Sunday,7,52,12,December,Q4,2024,True,False,False,False,False,False,False
20241230,2024-12-30,30,Monday,1,1,12,December,Q4,2024,False,False,False,False,False,False,False
20241231,2024-12-31,31,Tuesday,2,1,12,December,Q4,2024,False,False,True,False,True,False,True
20250101,2025-01-01,1,Wednesday,3,1,1,January,Q1,2025,False,True,False,True,False,True,False
20250102,2025-01-02,2,Thursday,4,1,1,January,Q1,2025,False,False,False,False,False,False,False
20250103,2025-01-03,3,Friday,5,1,1,January,Q1,2025,False,False,False,False,False,False,False
20250104,2025-01-04,4,Saturday,6,1,1,January,Q1,2025,True,False,False,False,False,False,False
20250105,2025-01-05,5,Sunday,7,1,1,January,Q1,2025,True,False,False,False,False,False,False
20250106,2025-01-06,6,Monday,1,2,1,January,Q1,2025,False,False,False,False,False,False,False
20250107,2025-01-07,7,Tuesday,2,2,1,January,Q1,2025,False,False,False,False,False,False,False
20250108,2025-01-08,8,Wednesday,3,2,1,January,Q1,2025,False,False,False,False,False,False,False
20250109,2025-01-09,9,Thursday,4,2,1,January,Q1,2025,False,False,False,False,False,False,False
20250110,2025-01-10,10,Friday,5,2,1,January,Q1,2025,False,False,False,False,False,False,False
20250111,2025-01-11,11,Saturday,6,2,1,January,Q1,2025,True,False,False,False,False,False,False
20250112,2025-01-12,12,Sunday,7,2,1,January,Q1,2025,True,False,False,False,False,False,False
20250113,2025-01-13,13,Monday,1,3,1,January,Q1,2025,False,False,False,False,False,False,False
20250114,2025-01-14,14,Tuesday,2,3,1,January,Q1,2025,False,False,False,False,False,False,False
20250115,2025-01-15,15,Wednesday,3,3,1,January,Q1,2025,False,False,False,False,False,False,False
20250116,2025-01-16,16,Thursday,4,3,1,January,Q1,2025,False,False,False,False,False,False,False
20250117,2025-01-17,17,Friday,5,3,1,January,Q1,2025,False,False,False,False,False,False,False
20250118,2025-01-18,18,Saturday,6,3,1,January,Q1,2025,True,False,False,False,False,False,False
20250119,2025-01-19,19,Sunday,7,3,1,January,Q1,2025,True,False,False,False,False,False,False
20250120,2025-01-20,20,Monday,1,4,1,January,Q1,2025,False,False,False,False,False,False,False
20250121,2025-01-21,21,Tuesday,2,4,1,January,Q1,2025,False,False,False,False,False,False,False
20250122,2025-01-22,22,Wednesday,3,4,1,January,Q1,2025,False,False,False,False,False,False,False
20250123,2025-01-23,23,Thursday,4,4,1,January,Q1,2025,False,False,False,False,False,False,False
20250124,2025-01-24,24,Friday,5,4,1,January,Q1,2025,False,False,False,False,False,False,False
20250125,2025-01-25,25,Saturday,6,4,1,January,Q1,2025,True,False,False,False,False,False,False
20250126,2025-01-26,26,Sunday,7,4,1,January,Q1,2025,True,False,False,False,False,False,False
20250127,2025-01-27,27,Monday,1,5,1,January,Q1,2025,False,False,False,False,False,False,False
20250128,2025-01-28,28,Tuesday,2,5,1,January,Q1,2025,False,False,False,False,False,False,False
20250129,2025-01-29,29,Wednesday,3,5,1,January,Q1,2025,False,False,False,False,False,False,False
20250130,2025-01-30,30,Thursday,4,5,1,January,Q1,2025,False,False,False,False,False,False,False
20250131,2025-01-31,31,Friday,5,5,1,January,Q1,2025,False,False,True,False,False,False,False
20250201,2025-02-01,1,Saturday,6,5,2,February,Q1,2025,True,True,False,False,False,False,False
20250202,2025-02-02,2,Sunday,7,5,2,February,Q1,2025,True,False,False,False,False,False,False
20250203,2025-02-03,3,Monday,1,6,2,February,Q1,2025,False,False,False,False,False,False,False
20250204,2025-02-04,4,Tuesday,2,6,2,February,Q1,2025,False,False,False,False,False,False,False
20250205,2025-02-05,5,Wednesday,3,6,2,February,Q1,2025,False,False,False,False,False,False,False
20250206,2025-02-06,6,Thursday,4,6,2,February,Q1,2025,False,False,False,False,False,False,False
20250207,2025-02-07,7,Friday,5,6,2,February,Q1,2025,False,False,False,False,False,False,False
20250208,2025-02-08,8,Saturday,6,6,2,February,Q1,2025,True,False,False,False,False,False,False
20250209,2025-02-09,9,Sunday,7,6,2,February,Q1,2025,True,False,False,False,False,False,False
20250210,2025-02-10,10,Monday,1,7,2,February,Q1,2025,False,False,False,False,False,False,False
20250211,2025-02-11,11,Tuesday,2,7,2,February,Q1,2025,False,False,False,False,False,False,False
20250212,2025-02-12,12,Wednesday,3,7,2,February,Q1,2025,False,False,False,False,False,False,False
20250213,2025-02-13,13,Thursday,4,7,2,February,Q1,2025,False,False,False,False,False,False,False
20250214,2025-02-14,14,Friday,5,7,2,February,Q1,2025,False,False,False,False,False,False,False
20250215,2025-02-15,15,Saturday,6,7,2,February,Q1,2025,True,False,False,False,False,False,False
20250216,2025-02-16,16,Sunday,7,7,2,February,Q1,2025,True,False,False,False,False,False,False
20250217,2025-02-17,17,Monday,1,8,2,February,Q1,2025,False,False,False,False,False,False,False
20250218,2025-02-18,18,Tuesday,2,8,2,February,Q1,2025,False,False,False,False,False,False,False
20250219,2025-02-19,19,Wednesday,3,8,2,February,Q1,2025,False,False,False,False,False,False,False
20250220,2025-02-20,20,Thursday,4,8,2,February,Q1,2025,False,False,False,False,False,False,False
20250221,2025-02-21,21,Friday,5,8,2,February,Q1,2025,False,False,False,False,False,False,False
20250222,2025-02-22,22,Saturday,6,8,2,February,Q1,2025,True,False,False,False,False,False,False
20250223,2025-02-23,23,Sunday,7,8,2,February,Q1,2025,True,False,False,False,False,False,False
20250224,2025-02-24,24,Monday,1,9,2,February,Q1,2025,False,False,False,False,False,False,False
20250225,2025-02-25,25,Tuesday,2,9,2,February,Q1,2025,False,False,False,False,False,False,False
20250226,2025-02-26,26,Wednesday,3,9,2,February,Q1,2025,False,False,False,False,False,False,False
20250227,2025-02-27,27,Thursday,4,9,2,February,Q1,2025,False,False,False,False,False,False,False
20250228,2025-02-28,28,Friday,5,9,2,February,Q1,2025,False,False,True,False,False,False,False
20250301,2025-03-01,1,Saturday,6,9,3,March,Q1,2025,True,True,False,False,False,False,False
20250302,2025-03-02,2,Sunday,7,9,3,March,Q1,2025,True,False,False,False,False,False,False
20250303,2025-03-03,3,Monday,1,10,3,March,Q1,2025,False,False,False,False,False,False,False
20250304,2025-03-04,4,Tuesday,2,10,3,March,Q1,2025,False,False,False,False,False,False,False
20250305,2025-03-05,5,Wednesday,3,10,3,March,Q1,2025,False,False,False,False,False,False,False
20250306,2025-03-06,6,Thursday,4,10,3,March,Q1,2025,False,False,False,False,False,False,False
20250307,2025-03-07,7,Friday,5,10,3,March,Q1,2025,False,False,False,False,False,False,False
20250308,2025-03-08,8,Saturday,6,10,3,March,Q1,2025,True,False,False,False,False,False,False
20250309,2025-03-09,9,Sunday,7,10,3,March,Q1,2025,True,False,False,False,False,False,False
20250310,2025-03-10,10,Monday,1,11,3,March,Q1,2025,False,False,False,False,False,False,False
20250311,2025-03-11,11,Tuesday,2,11,3,March,Q1,2025,False,False,False,False,False,False,False
20250312,2025-03-12,12,Wednesday,3,11,3,March,Q1,2025,False,False,False,False,False,False,False
20250313,2025-03-13,13,Thursday,4,11,3,March,Q1,2025,False,False,False,False,False,False,False
20250314,2025-03-14,14,Friday,5,11,3,March,Q1,2025,False,False,False,False,False,False,False
20250315,2025-03-15,15,Saturday,6,11,3,March,Q1,2025,True,False,False,False,False,False,False
20250316,2025-03-16,16,Sunday,7,11,3,March,Q1,2025,True,False,False,False,False,False,False
20250317,2025-03-17,17,Monday,1,12,3,March,Q1,2025,False,False,False,False,False,False,False
20250318,2025-03-18,18,Tuesday,2,12,3,March,Q1,2025,False,False,False,False,False,False,False
20250319,2025-03-19,19,Wednesday,3,12,3,March,Q1,2025,False,False,False,False,False,False,False
20250320,2025-03-20,20,Thursday,4,12,3,March,Q1,2025,False,False,False,False,False,False,False
20250321,2025-03-21,21,Friday,5,12,3,March,Q1,2025,False,False,False,False,False,False,False
20250322,2025-03-22,22,Saturday,6,12,3,March,Q1,2025,True,False,False,False,False,False,False
20250323,2025-03-23,23,Sunday,7,12,3,March,Q1,2025,True,False,False,False,False,False,False
20250324,2025-03-24,24,Monday,1,13,3,March,Q1,2025,False,False,False,False,False,False,False
20250325,2025-03-25,25,Tuesday,2,13,3,March,Q1,2025,False,False,False,False,False,False,False
20250326,2025-03-26,26,Wednesday,3,13,3,March,Q1,2025,False,False,False,False,False,False,False
20250327,2025-03-27,27,Thursday,4,13,3,March,Q1,2025,False,False,False,False,False,False,False
20250328,2025-03-28,28,Friday,5,13,3,March,Q1,2025,False,False,False,False,False,False,False
20250329,2025-03-29,29,Saturday,6,13,3,March,Q1,2025,True,False,False,False,False,False,False
20250330,2025-03-30,30,Sunday,7,13,3,March,Q1,2025,True,False,False,False,False,False,False
20250331,2025-03-31,31,Monday,1,14,3,March,Q1,2025,False,False,True,False,True,False,False
20250401,2025-04-01,1,Tuesday,2,14,4,April,Q2,2025,False,True,False,True,False,False,False
20250402,2025-04-02,2,Wednesday,3,14,4,April,Q2,2025,False,False,False,False,False,False,False
20250403,2025-04-03,3,Thursday,4,14,4,April,Q2,2025,False,False,False,False,False,False,False
20250404,2025-04-04,4,Friday,5,14,4,April,Q2,2025,False,False,False,False,False,False,False
20250405,2025-04-05,5,Saturday,6,14,4,April,Q2,2025,True,False,False,False,False,False,False
20250406,2025-04-06,6,Sunday,7,14,4,April,Q2,2025,True,False,False,False,False,False,False
20250407,2025-04-07,7,Monday,1,15,4,April,Q2,2025,False,False,False,False,False,False,False
20250408,2025-04-08,8,Tuesday,2,15,4,April,Q2,2025,False,False,False,False,False,False,False
20250409,2025-04-09,9,Wednesday,3,15,4,April,Q2,2025,False,False,False,False,False,False,False
20250410,2025-04-10,10,Thursday,4,15,4,April,Q2,2025,False,False,False,False,False,False,False
20250411,2025-04-11,11,Friday,5,15,4,April,Q2,2025,False,False,False,False,False,False,False
20250412,2025-04-12,12,Saturday,6,15,4,April,Q2,2025,True,False,False,False,False,False,False
20250413,2025-04-13,13,Sunday,7,15,4,April,Q2,2025,True,False,False,False,False,False,False
20250414,2025-04-14,14,Monday,1,16,4,April,Q2,2025,False,False,False,False,False,False,False
20250415,2025-04-15,15,Tuesday,2,16,4,April,Q2,2025,False,False,False,False,False,False,False
20250416,2025-04-16,16,Wednesday,3,16,4,April,Q2,2025,False,False,False,False,False,False,False
20250417,2025-04-17,17,Thursday,4,16,4,April,Q2,2025,False,False,False,False,False,False,False
20250418,2025-04-18,18,Friday,5,16,4,April,Q2,2025,False,False,False,False,False,False,False
20250419,2025-04-19,19,Saturday,6,16,4,April,Q2,2025,True,False,False,False,False,False,False
20250420,2025-04-20,20,Sunday,7,16,4,April,Q2,2025,True,False,False,False,False,False,False
20250421,2025-04-21,21,Monday,1,17,4,April,Q2,2025,False,False,False,False,False,False,False
20250422,2025-04-22,22,Tuesday,2,17,4,April,Q2,2025,False,False,False,False,False,False,False
20250423,2025-04-23,23,Wednesday,3,17,4,April,Q2,2025,False,False,False,False,False,False,False
20250424,2025-04-24,24,Thursday,4,17,4,April,Q2,2025,False,False,False,False,False,False,False
20250425,2025-04-25,25,Friday,5,17,4,April,Q2,2025,False,False,False,False,False,False,False
20250426,2025-04-26,26,Saturday,6,17,4,April,Q2,2025,True,False,False,False,False,False,False
20250427,2025-04-27,27,Sunday,7,17,4,April,Q2,2025,True,False,False,False,False,False,False
20250428,2025-04-28,28,Monday,1,18,4,April,Q2,2025,False,False,False,False,False,False,False
20250429,2025-04-29,29,Tuesday,2,18,4,April,Q2,2025,False,False,False,False,False,False,False
20250430,2025-04-30,30,Wednesday,3,18,4,April,Q2,2025,False,False,True,False,False,False,False
20250501,2025-05-01,1,Thursday,4,18,5,May,Q2,2025,False,True,False,False,False,False,False
20250502,2025-05-02,2,Friday,5,18,5,May,Q2,2025,False,False,False,False,False,False,False
20250503,2025-05-03,3,Saturday,6,18,5,May,Q2,2025,True,False,False,False,False,False,False
20250504,2025-05-04,4,Sunday,7,18,5,May,Q2,2025,True,False,False,False,False,False,False
20250505,2025-05-05,5,Monday,1,19,5,May,Q2,2025,False,False,False,False,False,False,False
20250506,2025-05-06,6,Tuesday,2,19,5,May,Q2,2025,False,False,False,False,False,False,False
20250507,2025-05-07,7,Wednesday,3,19,5,May,Q2,2025,False,False,False,False,False,False,False
20250508,2025-05-08,8,Thursday,4,19,5,May,Q2,2025,False,False,False,False,False,False,False
20250509,2025-05-09,9,Friday,5,19,5,May,Q2,2025,False,False,False,False,False,False,False
20250510,2025-05-10,10,Saturday,6,19,5,May,Q2,2025,True,False,False,False,False,False,False
20250511,2025-05-11,11,Sunday,7,19,5,May,Q2,2025,True,False,False,False,False,False,False
20250512,2025-05-12,12,Monday,1,20,5,May,Q2,2025,False,False,False,False,False,False,False
20250513,2025-05-13,13,Tuesday,2,20,5,May,Q2,2025,False,False,False,False,False,False,False
20250514,2025-05-14,14,Wednesday,3,20,5,May,Q2,2025,False,False,False,False,False,False,False
20250515,2025-05-15,15,Thursday,4,20,5,May,Q2,2025,False,False,False,False,False,False,False
20250516,2025-05-16,16,Friday,5,20,5,May,Q2,2025,False,False,False,False,False,False,False
20250517,2025-05-17,17,Saturday,6,20,5,May,Q2,2025,True,False,False,False,False,False,False
20250518,2025-05-18,18,Sunday,7,20,5,May,Q2,2025,True,False,False,False,False,False,False
20250519,2025-05-19,19,Monday,1,21,5,May,Q2,2025,False,False,False,False,False,False,False
20250520,2025-05-20,20,Tuesday,2,21,5,May,Q2,2025,False,False,False,False,False,False,False
20250521,2025-05-21,21,Wednesday,3,21,5,May,Q2,2025,False,False,False,False,False,False,False
20250522,2025-05-22,22,Thursday,4,21,5,May,Q2,2025,False,False,False,False,False,False,False
20250523,2025-05-23,23,Friday,5,21,5,May,Q2,2025,False,False,False,False,False,False,False
20250524,2025-05-24,24,Saturday,6,21,5,May,Q2,2025,True,False,False,False,False,False,False
20250525,2025-05-25,25,Sunday,7,21,5,May,Q2,2025,True,False,False,False,False,False,False
20250526,2025-05-26,26,Monday,1,22,5,May,Q2,2025,False,False,False,False,False,False,False
20250527,2025-05-27,27,Tuesday,2,22,5,May,Q2,2025,False,False,False,False,False,False,False
20250528,2025-05-28,28,Wednesday,3,22,5,May,Q2,2025,False,False,False,False,False,False,False
20250529,2025-05-29,29,Thursday,4,22,5,May,Q2,2025,False,False,False,False,False,False,False
20250530,2025-05-30,30,Friday,5,22,5,May,Q2,2025,False,False,False,False,False,False,False
20250531,2025-05-31,31,Saturday,6,22,5,May,Q2,2025,True,False,True,False,False,False,False
20250601,2025-06-01,1,Sunday,7,22,6,June,Q2,2025,True,True,False,False,False,False,False
20250602,2025-06-02,2,Monday,1,23,6,June,Q2,2025,False,False,False,False,False,False,False
20250603,2025-06-03,3,Tuesday,2,23,6,June,Q2,2025,False,False,False,False,False,False,False
20250604,2025-06-04,4,Wednesday,3,23,6,June,Q2,2025,False,False,False,False,False,False,False
20250605,2025-06-05,5,Thursday,4,23,6,June,Q2,2025,False,False,False,False,False,False,False
20250606,2025-06-06,6,Friday,5,23,6,June,Q2,2025,False,False,False,False,False,False,False
20250607,2025-06-07,7,Saturday,6,23,6,June,Q2,2025,True,False,False,False,False,False,False
20250608,2025-06-08,8,Sunday,7,23,6,June,Q2,2025,True,False,False,False,False,False,False
20250609,2025-06-09,9,Monday,1,24,6,June,Q2,2025,False,False,False,False,False,False,False
20250610,2025-06-10,10,Tuesday,2,24,6,June,Q2,2025,False,False,False,False,False,False,False
20250611,2025-06-11,11,Wednesday,3,24,6,June,Q2,2025,False,False,False,False,False,False,False
20250612,2025-06-12,12,Thursday,4,24,6,June,Q2,2025,False,False,False,False,False,False,False
20250613,2025-06-13,13,Friday,5,24,6,June,Q2,2025,False,False,False,False,False,False,False
20250614,2025-06-14,14,Saturday,6,24,6,June,Q2,2025,True,False,False,False,False,False,False
20250615,2025-06-15,15,Sunday,7,24,6,June,Q2,2025,True,False,False,False,False,False,False
20250616,2025-06-16,16,Monday,1,25,6,June,Q2,2025,False,False,False,False,False,False,False
20250617,2025-06-17,17,Tuesday,2,25,6,June,Q2,2025,False,False,False,False,False,False,False
20250618,2025-06-18,18,Wednesday,3,25,6,June,Q2,2025,False,False,False,False,False,False,False
20250619,2025-06-19,19,Thursday,4,25,6,June,Q2,2025,False,False,False,False,False,False,False
20250620,2025-06-20,20,Friday,5,25,6,June,Q2,2025,False,False,False,False,False,False,False
20250621,2025-06-21,21,Saturday,6,25,6,June,Q2,2025,True,False,False,False,False,False,False
20250622,2025-06-22,22,Sunday,7,25,6,June,Q2,2025,True,False,False,False,False,False,False
20250623,2025-06-23,23,Monday,1,26,6,June,Q2,2025,False,False,False,False,False,False,False
20250624,2025-06-24,24,Tuesday,2,26,6,June,Q2,2025,False,False,False,False,False,False,False
20250625,2025-06-25,25,Wednesday,3,26,6,June,Q2,2025,False,False,False,False,False,False,False
20250626,2025-06-26,26,Thursday,4,26,6,June,Q2,2025,False,False,False,False,False,False,False
20250627,2025-06-27,27,Friday,5,26,6,June,Q2,2025,False,False,False,False,False,False,False
20250628,2025-06-28,28,Saturday,6,26,6,June,Q2,2025,True,False,False,False,False,False,False
20250629,2025-06-29,29,Sunday,7,26,6,June,Q2,2025,True,False,False,False,False,False,False
20250630,2025-06-30,30,Monday,1,27,6,June,Q2,2025,False,False,True,False,True,False,False
20250701,2025-07-01,1,Tuesday,2,27,7,July,Q3,2025,False,True,False,True,False,False,False
20250702,2025-07-02,2,Wednesday,3,27,7,July,Q3,2025,False,False,False,False,False,False,False
20250703,2025-07-03,3,Thursday,4,27,7,July,Q3,2025,False,False,False,False,False,False,False
20250704,2025-07-04,4,Friday,5,27,7,July,Q3,2025,False,False,False,False,False,False,False
20250705,2025-07-05,5,Saturday,6,27,7,July,Q3,2025,True,False,False,False,False,False,False
20250706,2025-07-06,6,Sunday,7,27,7,July,Q3,2025,True,False,False,False,False,False,False
20250707,2025-07-07,7,Monday,1,28,7,July,Q3,2025,False,False,False,False,False,False,False
20250708,2025-07-08,8,Tuesday,2,28,7,July,Q3,2025,False,False,False,False,False,False,False
20250709,2025-07-09,9,Wednesday,3,28,7,July,Q3,2025,False,False,False,False,False,False,False
20250710,2025-07-10,10,Thursday,4,28,7,July,Q3,2025,False,False,False,False,False,False,False
20250711,2025-07-11,11,Friday,5,28,7,July,Q3,2025,False,False,False,False,False,False,False
20250712,2025-07-12,12,Saturday,6,28,7,July,Q3,2025,True,False,False,False,False,False,False
20250713,2025-07-13,13,Sunday,7,28,7,July,Q3,2025,True,False,False,False,False,False,False
20250714,2025-07-14,14,Monday,1,29,7,July,Q3,2025,False,False,False,False,False,False,False
20250715,2025-07-15,15,Tuesday,2,29,7,July,Q3,2025,False,False,False,False,False,False,False
20250716,2025-07-16,16,Wednesday,3,29,7,July,Q3,2025,False,False,False,False,False,False,False
20250717,2025-07-17,17,Thursday,4,29,7,July,Q3,2025,False,False,False,False,False,False,False
20250718,2025-07-18,18,Friday,5,29,7,July,Q3,2025,False,False,False,False,False,False,False
20250719,2025-07-19,19,Saturday,6,29,7,July,Q3,2025,True,False,False,False,False,False,False
20250720,2025-07-20,20,Sunday,7,29,7,July,Q3,2025,True,False,False,False,False,False,False
20250721,2025-07-21,21,Monday,1,30,7,July,Q3,2025,False,False,False,False,False,False,False
20250722,2025-07-22,22,Tuesday,2,30,7,July,Q3,2025,False,False,False,False,False,False,False
20250723,2025-07-23,23,Wednesday,3,30,7,July,Q3,2025,False,False,False,False,False,False,False
20250724,2025-07-24,24,Thursday,4,30,7,July,Q3,2025,False,False,False,False,False,False,False
20250725,2025-07-25,25,Friday,5,30,7,July,Q3,2025,False,False,False,False,False,False,False
20250726,2025-07-26,26,Saturday,6,30,7,July,Q3,2025,True,False,False,False,False,False,False
20250727,2025-07-27,27,Sunday,7,30,7,July,Q3,2025,True,False,False,False,False,False,False
20250728,2025-07-28,28,Monday,1,31,7,July,Q3,2025,False,False,False,False,False,False,False
20250729,2025-07-29,29,Tuesday,2,31,7,July,Q3,2025,False,False,False,False,False,False,False
20250730,2025-07-30,30,Wednesday,3,31,7,July,Q3,2025,False,False,False,False,False,False,False
20250731,2025-07-31,31,Thursday,4,31,7,July,Q3,2025,False,False,True,False,False,False,False
20250801,2025-08-01,1,Friday,5,31,8,August,Q3,2025,False,True,False,False,False,False,False
20250802,2025-08-02,2,Saturday,6,31,8,August,Q3,2025,True,False,False,False,False,False,False
20250803,2025-08-03,3,Sunday,7,31,8,August,Q3,2025,True,False,False,False,False,False,False
20250804,2025-08-04,4,Monday,1,32,8,August,Q3,2025,False,False,False,False,False,False,False
20250805,2025-08-05,5,Tuesday,2,32,8,August,Q3,2025,False,False,False,False,False,False,False
20250806,2025-08-06,6,Wednesday,3,32,8,August,Q3,2025,False,False,False,False,False,False,False
20250807,2025-08-07,7,Thursday,4,32,8,August,Q3,2025,False,False,False,False,False,False,False
20250808,2025-08-08,8,Friday,5,32,8,August,Q3,2025,False,False,False,False,False,False,False
20250809,2025-08-09,9,Saturday,6,32,8,August,Q3,2025,True,False,False,False,False,False,False
20250810,2025-08-10,10,Sunday,7,32,8,August,Q3,2025,True,False,False,False,False,False,False
20250811,2025-08-11,11,Monday,1,33,8,August,Q3,2025,False,False,False,False,False,False,False
20250812,2025-08-12,12,Tuesday,2,33,8,August,Q3,2025,False,False,False,False,False,False,False
