date,currency,exchange_rate_to_inr
2024-08-18,INR,1.0
2024-08-18,USD,84.812
2024-08-18,EUR,91.1782
2024-08-18,GBP,107.4991
2024-08-19,INR,1.0
2024-08-19,USD,85.6956
2024-08-19,EUR,93.5148
2024-08-19,GBP,107.0005
2024-08-20,INR,1.0
2024-08-20,USD,84.6447
2024-08-20,EUR,94.5357
2024-08-20,GBP,105.4011
2024-08-21,INR,1.0
2024-08-21,USD,84.1782
2024-08-21,EUR,92.5334
2024-08-21,GBP,109.2673
2024-08-22,INR,1.0
2024-08-22,USD,85.3065
2024-08-22,EUR,88.4999
2024-08-22,GBP,103.3274
2024-08-23,INR,1.0
2024-08-23,USD,83.2304
2024-08-23,EUR,93.2427
2024-08-23,GBP,106.5537
2024-08-24,INR,1.0
2024-08-24,USD,83.1544
2024-08-24,EUR,88.8705
2024-08-24,GBP,107.5094
2024-08-25,INR,1.0
2024-08-25,USD,84.7989
2024-08-25,EUR,94.5987
2024-08-25,GBP,106.0038
2024-08-26,INR,1.0
2024-08-26,USD,83.9752
2024-08-26,EUR,88.5631
2024-08-26,GBP,102.3189
2024-08-27,INR,1.0
2024-08-27,USD,83.7281
2024-08-27,EUR,90.2563
2024-08-27,GBP,104.0029
2024-08-28,INR,1.0
2024-08-28,USD,82.3653
2024-08-28,EUR,94.7334
2024-08-28,GBP,108.6877
2024-08-29,INR,1.0
2024-08-29,USD,84.3008
2024-08-29,EUR,94.6555
2024-08-29,GBP,109.9966
2024-08-30,INR,1.0
2024-08-30,USD,84.6891
2024-08-30,EUR,89.8866
2024-08-30,GBP,102.3219
2024-08-31,INR,1.0
2024-08-31,USD,85.0251
2024-08-31,EUR,91.2935
2024-08-31,GBP,107.2121
2024-09-01,INR,1.0
2024-09-01,USD,85.6643
2024-09-01,EUR,89.2704
2024-09-01,GBP,106.6826
2024-09-02,INR,1.0
2024-09-02,USD,84.5391
2024-09-02,EUR,91.4421
2024-09-02,GBP,102.7299
2024-09-03,INR,1.0
2024-09-03,USD,83.3918
2024-09-03,EUR,90.3332
2024-09-03,GBP,107.3611
2024-09-04,INR,1.0
2024-09-04,USD,85.4309
2024-09-04,EUR,90.3086
2024-09-04,GBP,107.5494
2024-09-05,INR,1.0
2024-09-05,USD,83.1529
2024-09-05,EUR,94.6164
2024-09-05,GBP,108.5085
2024-09-06,INR,1.0
2024-09-06,USD,84.2004
2024-09-06,EUR,91.1838
2024-09-06,GBP,104.5161
2024-09-07,INR,1.0
2024-09-07,USD,83.2931
2024-09-07,EUR,94.7913
2024-09-07,GBP,105.2334
2024-09-08,INR,1.0
2024-09-08,USD,84.0584
2024-09-08,EUR,94.9168
2024-09-08,GBP,107.2613
2024-09-09,INR,1.0
2024-09-09,USD,84.1704
2024-09-09,EUR,90.8927
2024-09-09,GBP,103.5007
2024-09-10,INR,1.0
2024-09-10,USD,83.4471
2024-09-10,EUR,93.2951
2024-09-10,GBP,107.0033
2024-09-11,INR,1.0
2024-09-11,USD,85.04
2024-09-11,EUR,89.4249
2024-09-11,GBP,106.3938
2024-09-12,INR,1.0
2024-09-12,USD,85.7107
2024-09-12,EUR,91.0668
2024-09-12,GBP,107.586
2024-09-13,INR,1.0
2024-09-13,USD,82.4857
2024-09-13,EUR,94.812
2024-09-13,GBP,106.871
2024-09-14,INR,1.0
2024-09-14,USD,82.9572
2024-09-14,EUR,89.1086
2024-09-14,GBP,106.4067
2024-09-15,INR,1.0
2024-09-15,USD,84.209
2024-09-15,EUR,88.6525
2024-09-15,GBP,109.9381
2024-09-16,INR,1.0
2024-09-16,USD,85.6517
2024-09-16,EUR,91.2301
2024-09-16,GBP,102.9397
2024-09-17,INR,1.0
2024-09-17,USD,85.3286
2024-09-17,EUR,91.4886
2024-09-17,GBP,107.7328
2024-09-18,INR,1.0
2024-09-18,USD,84.0355
2024-09-18,EUR,89.914
2024-09-18,GBP,108.6778
2024-09-19,INR,1.0
2024-09-19,USD,85.921
2024-09-19,EUR,89.7061
2024-09-19,GBP,106.4101
2024-09-20,INR,1.0
2024-09-20,USD,83.5343
2024-09-20,EUR,94.4531
2024-09-20,GBP,106.0659
2024-09-21,INR,1.0
2024-09-21,USD,85.5173
2024-09-21,EUR,94.0482
2024-09-21,GBP,104.21
2024-09-22,INR,1.0
2024-09-22,USD,85.16
2024-09-22,EUR,90.9046
2024-09-22,GBP,109.474
2024-09-23,INR,1.0
2024-09-23,USD,84.031
2024-09-23,EUR,93.7438
2024-09-23,GBP,104.2627
2024-09-24,INR,1.0
2024-09-24,USD,83.1942
2024-09-24,EUR,92.1086
2024-09-24,GBP,109.9912
2024-09-25,INR,1.0
2024-09-25,USD,83.9586
2024-09-25,EUR,89.0402
2024-09-25,GBP,106.3086
2024-09-26,INR,1.0
2024-09-26,USD,83.3805
2024-09-26,EUR,91.8634
2024-09-26,GBP,106.3474
2024-09-27,INR,1.0
2024-09-27,USD,83.8214
2024-09-27,EUR,90.2524
2024-09-27,GBP,103.5092
2024-09-28,INR,1.0
2024-09-28,USD,84.79
2024-09-28,EUR,92.0026
2024-09-28,GBP,103.8685
2024-09-29,INR,1.0
2024-09-29,USD,85.1022
2024-09-29,EUR,88.3055
2024-09-29,GBP,107.9576
2024-09-30,INR,1.0
2024-09-30,USD,84.8209
2024-09-30,EUR,93.6799
2024-09-30,GBP,105.0886
2024-10-01,INR,1.0
2024-10-01,USD,84.6548
2024-10-01,EUR,93.7452
2024-10-01,GBP,109.8465
2024-10-02,INR,1.0
2024-10-02,USD,83.9813
2024-10-02,EUR,88.2591
2024-10-02,GBP,106.0183
2024-10-03,INR,1.0
2024-10-03,USD,84.3607
2024-10-03,EUR,94.0879
2024-10-03,GBP,108.9935
2024-10-04,INR,1.0
2024-10-04,USD,83.7612
2024-10-04,EUR,91.6817
2024-10-04,GBP,105.6554
2024-10-05,INR,1.0
2024-10-05,USD,84.8898
2024-10-05,EUR,90.8699
2024-10-05,GBP,107.2383
2024-10-06,INR,1.0
2024-10-06,USD,82.6174
2024-10-06,EUR,91.2864
2024-10-06,GBP,109.7536
2024-10-07,INR,1.0
2024-10-07,USD,83.3542
2024-10-07,EUR,92.8489
2024-10-07,GBP,107.1987
2024-10-08,INR,1.0
2024-10-08,USD,85.4071
2024-10-08,EUR,93.9664
2024-10-08,GBP,108.8747
2024-10-09,INR,1.0
2024-10-09,USD,83.52
2024-10-09,EUR,90.2166
2024-10-09,GBP,107.7497
2024-10-10,INR,1.0
2024-10-10,USD,85.0376
2024-10-10,EUR,94.1067
2024-10-10,GBP,102.2872
2024-10-11,INR,1.0
2024-10-11,USD,82.2737
2024-10-11,EUR,92.4181
2024-10-11,GBP,109.3674
2024-10-12,INR,1.0
2024-10-12,USD,85.9897
2024-10-12,EUR,93.2274
2024-10-12,GBP,105.4718
2024-10-13,INR,1.0
2024-10-13,USD,82.3938
2024-10-13,EUR,92.4362
2024-10-13,GBP,108.9806
2024-10-14,INR,1.0
2024-10-14,USD,83.7747
2024-10-14,EUR,92.858
2024-10-14,GBP,109.2274
2024-10-15,INR,1.0
2024-10-15,USD,82.184
2024-10-15,EUR,93.573
2024-10-15,GBP,104.3469
2024-10-16,INR,1.0
2024-10-16,USD,83.4994
2024-10-16,EUR,89.019
2024-10-16,GBP,106.2493
2024-10-17,INR,1.0
2024-10-17,USD,84.2637
2024-10-17,EUR,93.5476
2024-10-17,GBP,103.3599
2024-10-18,INR,1.0
2024-10-18,USD,82.3159
2024-10-18,EUR,94.0959
2024-10-18,GBP,106.9577
2024-10-19,INR,1.0
2024-10-19,USD,82.9633
2024-10-19,EUR,94.3898
2024-10-19,GBP,103.1449
2024-10-20,INR,1.0
2024-10-20,USD,83.8446
2024-10-20,EUR,89.7778
2024-10-20,GBP,104.0426
2024-10-21,INR,1.0
2024-10-21,USD,82.0376
2024-10-21,EUR,93.6324
2024-10-21,GBP,109.2097
2024-10-22,INR,1.0
2024-10-22,USD,84.7104
2024-10-22,EUR,89.1058
2024-10-22,GBP,105.5338
2024-10-23,INR,1.0
2024-10-23,USD,83.3823
2024-10-23,EUR,92.113
2024-10-23,GBP,107.1115
2024-10-24,INR,1.0
2024-10-24,USD,83.6972
2024-10-24,EUR,89.7507
2024-10-24,GBP,108.7624
2024-10-25,INR,1.0
2024-10-25,USD,82.7969
2024-10-25,EUR,90.6929
2024-10-25,GBP,105.8657
2024-10-26,INR,1.0
2024-10-26,USD,82.9488
2024-10-26,EUR,92.0035
2024-10-26,GBP,106.5985
2024-10-27,INR,1.0
2024-10-27,USD,85.9708
2024-10-27,EUR,90.0666
2024-10-27,GBP,109.8236
2024-10-28,INR,1.0
2024-10-28,USD,84.6329
2024-10-28,EUR,89.9214
2024-10-28,GBP,106.5274
2024-10-29,INR,1.0
2024-10-29,USD,84.7432
2024-10-29,EUR,93.2127
2024-10-29,GBP,102.3924
2024-10-30,INR,1.0
2024-10-30,USD,84.4256
2024-10-30,EUR,91.4771
2024-10-30,GBP,109.2332
2024-10-31,INR,1.0
2024-10-31,USD,83.1448
2024-10-31,EUR,93.592
2024-10-31,GBP,106.8565
2024-11-01,INR,1.0
2024-11-01,USD,83.4093
2024-11-01,EUR,92.4563
2024-11-01,GBP,106.9671
2024-11-02,INR,1.0
2024-11-02,USD,84.7111
2024-11-02,EUR,93.0465
2024-11-02,GBP,107.2735
2024-11-03,INR,1.0
2024-11-03,USD,85.3533
2024-11-03,EUR,92.3977
2024-11-03,GBP,109.2272
2024-11-04,INR,1.0
2024-11-04,USD,84.5854
2024-11-04,EUR,90.1625
2024-11-04,GBP,105.5266
2024-11-05,INR,1.0
2024-11-05,USD,84.3183
2024-11-05,EUR,93.1265
2024-11-05,GBP,102.7211
2024-11-06,INR,1.0
2024-11-06,USD,83.1804
2024-11-06,EUR,93.2324
2024-11-06,GBP,103.4051
2024-11-07,INR,1.0
2024-11-07,USD,82.5286
2024-11-07,EUR,91.7759
2024-11-07,GBP,109.7719
2024-11-08,INR,1.0
2024-11-08,USD,84.1234
2024-11-08,EUR,94.3944
2024-11-08,GBP,108.6438
2024-11-09,INR,1.0
2024-11-09,USD,83.0279
2024-11-09,EUR,93.7728
2024-11-09,GBP,105.8548
2024-11-10,INR,1.0
2024-11-10,USD,85.226
2024-11-10,EUR,93.2259
2024-11-10,GBP,104.7097
2024-11-11,INR,1.0
2024-11-11,USD,82.4607
2024-11-11,EUR,94.7403
2024-11-11,GBP,103.1261
2024-11-12,INR,1.0
2024-11-12,USD,85.866
2024-11-12,EUR,94.021
2024-11-12,GBP,107.7937
2024-11-13,INR,1.0
2024-11-13,USD,85.9198
2024-11-13,EUR,94.7709
2024-11-13,GBP,108.4367
2024-11-14,INR,1.0
2024-11-14,USD,83.4631
2024-11-14,EUR,93.5348
2024-11-14,GBP,102.1113
2024-11-15,INR,1.0
2024-11-15,USD,84.1463
2024-11-15,EUR,91.1835
2024-11-15,GBP,107.3826
2024-11-16,INR,1.0
2024-11-16,USD,84.6894
2024-11-16,EUR,92.0919
2024-11-16,GBP,108.5793
2024-11-17,INR,1.0
2024-11-17,USD,85.7612
2024-11-17,EUR,88.7584
2024-11-17,GBP,103.8706
2024-11-18,INR,1.0
2024-11-18,USD,82.1001
2024-11-18,EUR,94.1896
2024-11-18,GBP,106.4913
2024-11-19,INR,1.0
2024-11-19,USD,85.661
2024-11-19,EUR,89.5496
2024-11-19,GBP,102.5057
2024-11-20,INR,1.0
2024-11-20,USD,85.2954
2024-11-20,EUR,94.3657
2024-11-20,GBP,104.4175
2024-11-21,INR,1.0
2024-11-21,USD,83.6332
2024-11-21,EUR,88.9784
2024-11-21,GBP,109.5701
2024-11-22,INR,1.0
2024-11-22,USD,83.2175
2024-11-22,EUR,91.4484
2024-11-22,GBP,102.7775
2024-11-23,INR,1.0
2024-11-23,USD,85.549
2024-11-23,EUR,88.9496
2024-11-23,GBP,105.6292
2024-11-24,INR,1.0
2024-11-24,USD,84.6819
2024-11-24,EUR,93.202
2024-11-24,GBP,109.5678
2024-11-25,INR,1.0
2024-11-25,USD,83.6765
2024-11-25,EUR,93.1959
2024-11-25,GBP,103.2362
2024-11-26,INR,1.0
2024-11-26,USD,83.6595
2024-11-26,EUR,88.6932
2024-11-26,GBP,105.9148
2024-11-27,INR,1.0
2024-11-27,USD,83.6325
2024-11-27,EUR,94.6607
2024-11-27,GBP,102.2617
2024-11-28,INR,1.0
2024-11-28,USD,83.4821
2024-11-28,EUR,91.1037
2024-11-28,GBP,109.6044
2024-11-29,INR,1.0
2024-11-29,USD,85.4218
2024-11-29,EUR,88.6955
2024-11-29,GBP,107.4854
2024-11-30,INR,1.0
2024-11-30,USD,84.1779
2024-11-30,EUR,94.8449
2024-11-30,GBP,104.8694
2024-12-01,INR,1.0
2024-12-01,USD,83.5926
2024-12-01,EUR,89.3287
2024-12-01,GBP,102.9773
2024-12-02,INR,1.0
2024-12-02,USD,85.3921
2024-12-02,EUR,91.183
2024-12-02,GBP,107.3021
2024-12-03,INR,1.0
2024-12-03,USD,84.5668
2024-12-03,EUR,92.18
2024-12-03,GBP,102.1709
2024-12-04,INR,1.0
2024-12-04,USD,85.1472
2024-12-04,EUR,89.705
2024-12-04,GBP,103.0074
2024-12-05,INR,1.0
2024-12-05,USD,84.2583
2024-12-05,EUR,88.4803
2024-12-05,GBP,108.1213
2024-12-06,INR,1.0
2024-12-06,USD,82.8286
2024-12-06,EUR,89.5117
2024-12-06,GBP,108.9576
2024-12-07,INR,1.0
2024-12-07,USD,83.3142
2024-12-07,EUR,89.0329
2024-12-07,GBP,109.2042
2024-12-08,INR,1.0
2024-12-08,USD,82.0113
2024-12-08,EUR,94.0088
2024-12-08,GBP,103.1575
2024-12-09,INR,1.0
2024-12-09,USD,82.52
2024-12-09,EUR,89.7546
2024-12-09,GBP,103.396
2024-12-10,INR,1.0
2024-12-10,USD,84.6442
2024-12-10,EUR,88.1805
2024-12-10,GBP,102.1189
2024-12-11,INR,1.0
2024-12-11,USD,85.1599
2024-12-11,EUR,89.6655
2024-12-11,GBP,104.5902
2024-12-12,INR,1.0
2024-12-12,USD,82.697
2024-12-12,EUR,88.3668
2024-12-12,GBP,107.9337
2024-12-13,INR,1.0
2024-12-13,USD,84.1043
2024-12-13,EUR,93.2197
2024-12-13,GBP,105.81
2024-12-14,INR,1.0
2024-12-14,USD,85.1121
2024-12-14,EUR,91.5927
2024-12-14,GBP,102.8724
2024-12-15,INR,1.0
2024-12-15,USD,84.0154
2024-12-15,EUR,94.6179
2024-12-15,GBP,102.3469
2024-12-16,INR,1.0
2024-12-16,USD,85.1329
2024-12-16,EUR,94.0689
2024-12-16,GBP,106.1716
2024-12-17,INR,1.0
2024-12-17,USD,83.8322
2024-12-17,EUR,94.7482
2024-12-17,GBP,102.4866
2024-12-18,INR,1.0
2024-12-18,USD,83.9159
2024-12-18,EUR,90.8113
2024-12-18,GBP,107.4888
2024-12-19,INR,1.0
2024-12-19,USD,83.9611
2024-12-19,EUR,94.3679
2024-12-19,GBP,102.5879
2024-12-20,INR,1.0
2024-12-20,USD,82.3232
2024-12-20,EUR,92.2581
2024-12-20,GBP,102.5255
2024-12-21,INR,1.0
2024-12-21,USD,83.1001
2024-12-21,EUR,92.4315
2024-12-21,GBP,106.3869
2024-12-22,INR,1.0
2024-12-22,USD,83.3007
2024-12-22,EUR,94.9624
2024-12-22,GBP,106.2445
2024-12-23,INR,1.0
2024-12-23,USD,83.8149
2024-12-23,EUR,92.238
2024-12-23,GBP,102.7934
2024-12-24,INR,1.0
2024-12-24,USD,84.8071
2024-12-24,EUR,93.9695
2024-12-24,GBP,107.2073
2024-12-25,INR,1.0
2024-12-25,USD,85.0759
2024-12-25,EUR,93.0459
2024-12-25,GBP,103.7202
2024-12-26,INR,1.0
2024-12-26,USD,83.8062
2024-12-26,EUR,89.5995
2024-12-26,GBP,104.7115
2024-12-27,INR,1.0
2024-12-27,USD,83.814
2024-12-27,EUR,90.9119
2024-12-27,GBP,102.7607
2024-12-28,INR,1.0
2024-12-28,USD,83.7071
2024-12-28,EUR,92.6558
2024-12-28,GBP,104.9944
2024-12-29,INR,1.0
2024-12-29,USD,82.6106
2024-12-29,EUR,94.4609
2024-12-29,GBP,102.5371
2024-12-30,INR,1.0
2024-12-30,USD,85.3271
2024-12-30,EUR,88.6526
2024-12-30,GBP,102.7725
2024-12-31,INR,1.0
2024-12-31,USD,84.9552
2024-12-31,EUR,93.6824
2024-12-31,GBP,106.451
2025-01-01,INR,1.0
2025-01-01,USD,84.3459
2025-01-01,EUR,91.9311
2025-01-01,GBP,104.6372
2025-01-02,INR,1.0
2025-01-02,USD,82.4889
2025-01-02,EUR,90.4752
2025-01-02,GBP,107.3227
2025-01-03,INR,1.0
2025-01-03,USD,85.0011
2025-01-03,EUR,94.0766
2025-01-03,GBP,107.7685
2025-01-04,INR,1.0
2025-01-04,USD,85.8736
2025-01-04,EUR,92.2029
2025-01-04,GBP,104.8132
2025-01-05,INR,1.0
2025-01-05,USD,84.3117
2025-01-05,EUR,89.4892
2025-01-05,GBP,107.2539
2025-01-06,INR,1.0
2025-01-06,USD,82.897
2025-01-06,EUR,88.7575
2025-01-06,GBP,108.763
2025-01-07,INR,1.0
2025-01-07,USD,83.4702
2025-01-07,EUR,93.3382
2025-01-07,GBP,106.5928
2025-01-08,INR,1.0
2025-01-08,USD,85.2289
2025-01-08,EUR,93.9161
2025-01-08,GBP,109.7964
2025-01-09,INR,1.0
2025-01-09,USD,85.2737
2025-01-09,EUR,92.295
2025-01-09,GBP,107.1416
2025-01-10,INR,1.0
2025-01-10,USD,82.105
2025-01-10,EUR,94.5036
2025-01-10,GBP,108.6357
2025-01-11,INR,1.0
2025-01-11,USD,83.0698
2025-01-11,EUR,89.2629
2025-01-11,GBP,107.6216
2025-01-12,INR,1.0
2025-01-12,USD,83.2359
2025-01-12,EUR,90.3788
2025-01-12,GBP,102.0488
2025-01-13,INR,1.0
2025-01-13,USD,85.4795
2025-01-13,EUR,91.9642
2025-01-13,GBP,105.2063
2025-01-14,INR,1.0
2025-01-14,USD,82.5675
2025-01-14,EUR,92.4322
2025-01-14,GBP,102.2453
2025-01-15,INR,1.0
2025-01-15,USD,84.9844
2025-01-15,EUR,89.5059
2025-01-15,GBP,105.3587
2025-01-16,INR,1.0
2025-01-16,USD,83.3636
2025-01-16,EUR,90.5904
2025-01-16,GBP,107.7728
2025-01-17,INR,1.0
2025-01-17,USD,85.1073
2025-01-17,EUR,91.9732
2025-01-17,GBP,102.6797
2025-01-18,INR,1.0
2025-01-18,USD,82.2104
2025-01-18,EUR,89.1019
2025-01-18,GBP,106.9427
2025-01-19,INR,1.0
2025-01-19,USD,84.6959
2025-01-19,EUR,89.9047
2025-01-19,GBP,107.2955
2025-01-20,INR,1.0
2025-01-20,USD,83.9426
2025-01-20,EUR,91.0943
2025-01-20,GBP,104.1853
2025-01-21,INR,1.0
2025-01-21,USD,85.0198
2025-01-21,EUR,88.7967
2025-01-21,GBP,105.4393
2025-01-22,INR,1.0
2025-01-22,USD,83.133
2025-01-22,EUR,92.7494
2025-01-22,GBP,105.8931
2025-01-23,INR,1.0
2025-01-23,USD,84.6685
2025-01-23,EUR,88.3179
2025-01-23,GBP,105.1621
2025-01-24,INR,1.0
2025-01-24,USD,84.3973
2025-01-24,EUR,88.0538
2025-01-24,GBP,104.4114
2025-01-25,INR,1.0
2025-01-25,USD,82.8449
2025-01-25,EUR,88.9606
2025-01-25,GBP,104.0442
2025-01-26,INR,1.0
2025-01-26,USD,83.3125
2025-01-26,EUR,88.0541
2025-01-26,GBP,107.9761
2025-01-27,INR,1.0
2025-01-27,USD,82.7028
2025-01-27,EUR,90.6615
2025-01-27,GBP,107.6294
2025-01-28,INR,1.0
2025-01-28,USD,84.001
2025-01-28,EUR,93.8335
2025-01-28,GBP,108.4496
2025-01-29,INR,1.0
2025-01-29,USD,82.2883
2025-01-29,EUR,94.0324
2025-01-29,GBP,102.3384
2025-01-30,INR,1.0
2025-01-30,USD,82.075
2025-01-30,EUR,94.4481
2025-01-30,GBP,108.8969
2025-01-31,INR,1.0
2025-01-31,USD,84.303
2025-01-31,EUR,92.0138
2025-01-31,GBP,107.676
2025-02-01,INR,1.0
2025-02-01,USD,83.6708
2025-02-01,EUR,88.8062
2025-02-01,GBP,102.1669
2025-02-02,INR,1.0
2025-02-02,USD,83.2991
2025-02-02,EUR,93.6093
2025-02-02,GBP,106.945
2025-02-03,INR,1.0
2025-02-03,USD,85.3281
2025-02-03,EUR,94.4384
2025-02-03,GBP,102.705
2025-02-04,INR,1.0
2025-02-04,USD,85.3779
2025-02-04,EUR,89.7032
2025-02-04,GBP,106.711
2025-02-05,INR,1.0
2025-02-05,USD,84.0959
2025-02-05,EUR,90.7704
2025-02-05,GBP,104.4822
2025-02-06,INR,1.0
2025-02-06,USD,83.3581
2025-02-06,EUR,90.3315
2025-02-06,GBP,103.3451
2025-02-07,INR,1.0
2025-02-07,USD,84.0419
2025-02-07,EUR,88.7982
2025-02-07,GBP,106.0796
2025-02-08,INR,1.0
2025-02-08,USD,85.6237
2025-02-08,EUR,90.4456
2025-02-08,GBP,107.819
2025-02-09,INR,1.0
2025-02-09,USD,85.2758
2025-02-09,EUR,93.7053
2025-02-09,GBP,103.8902
2025-02-10,INR,1.0
2025-02-10,USD,82.5858
2025-02-10,EUR,89.3809
2025-02-10,GBP,106.8192
2025-02-11,INR,1.0
2025-02-11,USD,85.0409
2025-02-11,EUR,92.5886
2025-02-11,GBP,103.4172
2025-02-12,INR,1.0
2025-02-12,USD,85.0914
2025-02-12,EUR,91.4588
2025-02-12,GBP,108.0356
2025-02-13,INR,1.0
2025-02-13,USD,85.0395
2025-02-13,EUR,91.1423
2025-02-13,GBP,109.3932
2025-02-14,INR,1.0
2025-02-14,USD,84.258
2025-02-14,EUR,92.4471
2025-02-14,GBP,106.9962
2025-02-15,INR,1.0
2025-02-15,USD,85.457
2025-02-15,EUR,92.3905
2025-02-15,GBP,103.2077
2025-02-16,INR,1.0
2025-02-16,USD,82.2731
2025-02-16,EUR,91.0955
2025-02-16,GBP,104.4226
2025-02-17,INR,1.0
2025-02-17,USD,83.0987
2025-02-17,EUR,88.3932
2025-02-17,GBP,106.0587
2025-02-18,INR,1.0
2025-02-18,USD,83.2416
2025-02-18,EUR,91.1634
2025-02-18,GBP,102.4551
2025-02-19,INR,1.0
2025-02-19,USD,85.3268
2025-02-19,EUR,88.5371
2025-02-19,GBP,108.914
2025-02-20,INR,1.0
2025-02-20,USD,85.4212
2025-02-20,EUR,92.3051
2025-02-20,GBP,106.0565
2025-02-21,INR,1.0
2025-02-21,USD,83.8508
2025-02-21,EUR,91.8802
2025-02-21,GBP,108.3345
2025-02-22,INR,1.0
2025-02-22,USD,85.5835
2025-02-22,EUR,91.1481
2025-02-22,GBP,108.4785
2025-02-23,INR,1.0
2025-02-23,USD,84.6073
2025-02-23,EUR,90.2507
2025-02-23,GBP,105.805
2025-02-24,INR,1.0
2025-02-24,USD,82.6034
2025-02-24,EUR,88.4331
2025-02-24,GBP,102.828
2025-02-25,INR,1.0
2025-02-25,USD,85.5965
2025-02-25,EUR,90.4041
2025-02-25,GBP,107.7145
2025-02-26,INR,1.0
2025-02-26,USD,84.0182
2025-02-26,EUR,89.2079
2025-02-26,GBP,103.9819
2025-02-27,INR,1.0
2025-02-27,USD,83.751
2025-02-27,EUR,91.076
2025-02-27,GBP,106.182
2025-02-28,INR,1.0
2025-02-28,USD,82.635
2025-02-28,EUR,90.61
2025-02-28,GBP,104.2631
2025-03-01,INR,1.0
2025-03-01,USD,83.6351
2025-03-01,EUR,90.3686
2025-03-01,GBP,106.7831
2025-03-02,INR,1.0
2025-03-02,USD,85.1569
2025-03-02,EUR,92.5311
2025-03-02,GBP,102.5273
2025-03-03,INR,1.0
2025-03-03,USD,82.378
2025-03-03,EUR,92.7487
2025-03-03,GBP,104.2732
2025-03-04,INR,1.0
2025-03-04,USD,84.8949
2025-03-04,EUR,92.5959
2025-03-04,GBP,109.2507
2025-03-05,INR,1.0
2025-03-05,USD,85.4931
2025-03-05,EUR,90.3335
2025-03-05,GBP,106.6619
2025-03-06,INR,1.0
2025-03-06,USD,82.5657
2025-03-06,EUR,90.4487
2025-03-06,GBP,109.7416
2025-03-07,INR,1.0
2025-03-07,USD,84.7939
2025-03-07,EUR,90.7437
2025-03-07,GBP,106.7603
2025-03-08,INR,1.0
2025-03-08,USD,85.752
2025-03-08,EUR,90.1671
2025-03-08,GBP,105.0134
2025-03-09,INR,1.0
2025-03-09,USD,85.1666
2025-03-09,EUR,93.6923
2025-03-09,GBP,107.3609
2025-03-10,INR,1.0
2025-03-10,USD,85.3158
2025-03-10,EUR,93.1714
2025-03-10,GBP,107.4833
2025-03-11,INR,1.0
2025-03-11,USD,84.1056
2025-03-11,EUR,92.5222
2025-03-11,GBP,105.3873
2025-03-12,INR,1.0
2025-03-12,USD,83.4473
2025-03-12,EUR,90.5382
2025-03-12,GBP,103.4421
2025-03-13,INR,1.0
2025-03-13,USD,82.8568
2025-03-13,EUR,94.6337
2025-03-13,GBP,105.8902
2025-03-14,INR,1.0
2025-03-14,USD,82.9062
2025-03-14,EUR,88.963
2025-03-14,GBP,102.6173
2025-03-15,INR,1.0
2025-03-15,USD,85.3777
2025-03-15,EUR,88.708
2025-03-15,GBP,108.167
2025-03-16,INR,1.0
2025-03-16,USD,85.3405
2025-03-16,EUR,94.1858
2025-03-16,GBP,102.302
2025-03-17,INR,1.0
2025-03-17,USD,83.3471
2025-03-17,EUR,93.3642
2025-03-17,GBP,103.0484
2025-03-18,INR,1.0
2025-03-18,USD,83.5069
2025-03-18,EUR,89.1357
2025-03-18,GBP,108.6508
2025-03-19,INR,1.0
2025-03-19,USD,85.0844
2025-03-19,EUR,93.6633
2025-03-19,GBP,103.3243
2025-03-20,INR,1.0
2025-03-20,USD,83.7507
2025-03-20,EUR,90.876
2025-03-20,GBP,107.4109
2025-03-21,INR,1.0
2025-03-21,USD,82.9501
2025-03-21,EUR,91.1094
2025-03-21,GBP,104.2794
2025-03-22,INR,1.0
2025-03-22,USD,84.9941
2025-03-22,EUR,91.1425
2025-03-22,GBP,106.2721
2025-03-23,INR,1.0
2025-03-23,USD,83.2379
2025-03-23,EUR,93.6604
2025-03-23,GBP,105.7521
2025-03-24,INR,1.0
2025-03-24,USD,85.3405
2025-03-24,EUR,90.5749
2025-03-24,GBP,109.577
2025-03-25,INR,1.0
2025-03-25,USD,85.9378
2025-03-25,EUR,91.2318
2025-03-25,GBP,104.2542
2025-03-26,INR,1.0
2025-03-26,USD,83.5275
2025-03-26,EUR,91.6922
2025-03-26,GBP,109.7301
2025-03-27,INR,1.0
2025-03-27,USD,85.2676
2025-03-27,EUR,93.6088
2025-03-27,GBP,103.1072
2025-03-28,INR,1.0
2025-03-28,USD,83.0
2025-03-28,EUR,92.4883
2025-03-28,GBP,108.9929
2025-03-29,INR,1.0
2025-03-29,USD,84.2182
2025-03-29,EUR,88.7181
2025-03-29,GBP,108.7671
2025-03-30,INR,1.0
2025-03-30,USD,85.4047
2025-03-30,EUR,89.9954
2025-03-30,GBP,108.1049
2025-03-31,INR,1.0
2025-03-31,USD,83.0912
2025-03-31,EUR,94.3371
2025-03-31,GBP,103.1788
2025-04-01,INR,1.0
2025-04-01,USD,83.7499
2025-04-01,EUR,94.6249
2025-04-01,GBP,103.7763
2025-04-02,INR,1.0
2025-04-02,USD,83.8045
2025-04-02,EUR,90.4471
2025-04-02,GBP,102.2134
2025-04-03,INR,1.0
2025-04-03,USD,82.213
2025-04-03,EUR,91.514
2025-04-03,GBP,103.8862
2025-04-04,INR,1.0
2025-04-04,USD,85.9781
2025-04-04,EUR,90.6244
2025-04-04,GBP,102.2255
2025-04-05,INR,1.0
