transaction_id,reference_number,account_id,transaction_timestamp,transaction_type,transaction_category,merchant_id,amount,currency,channel,balance_after_transaction,status,remarks
TXN000013289,03E2200442B240DC,ACC000715,2024-04-07 15:31:00,Credit,ATM,,14395.16,INR,ATM,539638.9,SUCCESS,ATM Withdrawal
TXN000013290,A8D435C6232548A7,ACC000534,2024-04-07 15:42:00,Debit,UPI,MER0044,14151.37,INR,UPI,412324.21,SUCCESS,UPI Payment
TXN000013291,8BDB70A2218E4CA1,ACC000285,2024-04-07 16:07:00,Debit,ATM,,11793.96,INR,ATM,601850.68,SUCCESS,ATM Withdrawal
TXN000013292,5774C02914434B2B,ACC000609,2024-04-07 16:19:00,Debit,NEFT,,18828.76,INR,NEFT,254578.77,SUCCESS,NEFT Transfer
TXN000013293,E419F9CB0DD04260,ACC000057,2024-04-07 16:20:00,Debit,Debit Card,MER0033,17548.35,INR,Debit Card,545082.14,SUCCESS,POS Purchase
TXN000013294,AE355A236EC4480A,ACC000688,2024-04-07 16:43:00,Debit,Credit Card,MER0005,6101.95,INR,Credit Card,355293.06,SUCCESS,Card Payment
TXN000013295,77775EBD2DFC4BEA,ACC000361,2024-04-07 16:53:00,Debit,ATM,,4851.61,INR,ATM,5170.87,SUCCESS,ATM Withdrawal
TXN000013296,046FED4BB31044D3,ACC000219,2024-04-07 16:56:00,Debit,Debit Card,MER0056,3576.6,INR,Debit Card,26038.52,FAILED,POS Purchase
TXN000013297,05AD4EDF410541B1,ACC000057,2024-04-07 17:12:00,Debit,NEFT,,12009.41,INR,NEFT,497422.11,SUCCESS,NEFT Transfer
TXN000013298,DEF125B0F8EB4E22,ACC000562,2024-04-07 17:13:00,Credit,Mobile Banking,,15256.76,INR,Mobile Banking,197341.74,SUCCESS,Online Banking
TXN000013299,D7264AC68B204DD1,ACC000735,2024-04-07 17:13:00,Debit,ATM,,4126.46,INR,ATM,143537.39,SUCCESS,ATM Withdrawal
TXN000013300,15308DCC290D4292,ACC000597,2024-04-07 17:48:00,Debit,Credit Card,MER0012,4366.97,INR,Credit Card,243762.19,SUCCESS,Card Payment
TXN000013301,B8A2CF07F3E241EF,ACC000161,2024-04-07 17:50:00,Debit,Credit Card,MER0065,9656.85,INR,Credit Card,28204.73,SUCCESS,Card Payment
TXN000013302,B74A4FDB8DBF4F6F,ACC000260,2024-04-07 17:55:00,Debit,Mobile Banking,,6255.37,INR,Mobile Banking,207807.94,SUCCESS,Online Banking
TXN000013303,07EED17EAB2A462E,ACC000759,2024-04-07 18:17:00,Credit,Credit Card,MER0079,9932.03,INR,Credit Card,155601.66,SUCCESS,Card Payment
TXN000013304,14E8E00E055B40D4,ACC000226,2024-04-07 18:51:00,Credit,Mobile Banking,,8381.61,INR,Mobile Banking,220594.77,SUCCESS,Online Banking
TXN000013305,FE4921ABEAF348AA,ACC000094,2024-04-07 19:02:00,Debit,IMPS,,16224.26,INR,IMPS,117398.93,SUCCESS,IMPS Transfer
TXN000013306,A4C5A8AAE0594809,ACC000234,2024-04-07 19:15:00,Debit,Debit Card,MER0038,14477.27,INR,Debit Card,232043.91,SUCCESS,POS Purchase
TXN000013307,58314A6FFA514476,ACC000738,2024-04-07 19:15:00,Debit,UPI,MER0030,7594.0,USD,UPI,179320.2,SUCCESS,UPI Payment
TXN000013308,51536CD1789C4634,ACC000799,2024-04-07 19:23:00,Debit,NEFT,,12569.66,INR,NEFT,190226.83,SUCCESS,NEFT Transfer
TXN000013309,CBCA7EAF10244DFA,ACC000472,2024-04-07 19:41:00,Debit,UPI,MER0014,2364.46,INR,UPI,640631.37,SUCCESS,UPI Payment
TXN000013310,38F90365C6D148FE,ACC000553,2024-04-07 19:46:00,Credit,Debit Card,MER0085,17972.39,INR,Debit Card,432781.04,SUCCESS,POS Purchase
TXN000013311,ACBD4F42192945E8,ACC000334,2024-04-07 19:53:00,Credit,IMPS,,13921.04,INR,IMPS,147630.97,SUCCESS,IMPS Transfer
TXN000013312,19DE47A8382348FB,ACC000016,2024-04-07 20:03:00,Debit,Debit Card,MER0079,19903.94,INR,Debit Card,256451.67,SUCCESS,POS Purchase
TXN000013313,EDF31D707FAA4A5F,ACC000358,2024-04-07 20:07:00,Debit,NEFT,,12727.55,USD,NEFT,115549.78,SUCCESS,NEFT Transfer
TXN000013314,A675B00A713A4E53,ACC000047,2024-04-07 20:18:00,Debit,NEFT,,18059.14,INR,NEFT,222407.73,SUCCESS,NEFT Transfer
TXN000013315,E5F47C624EF143D4,ACC000579,2024-04-07 20:41:00,Credit,ATM,,15787.56,INR,ATM,147151.54,SUCCESS,ATM Withdrawal
TXN000013316,8A3A602B12B84DD5,ACC000330,2024-04-07 20:46:00,Credit,Mobile Banking,,12825.72,INR,Mobile Banking,302666.8,SUCCESS,Online Banking
TXN000013317,B533C10023D74342,ACC000147,2024-04-07 21:04:00,Credit,Cash,,17583.04,INR,Cash,486912.38,SUCCESS,Cash Deposit
TXN000013318,04DB929E2D0D48CC,ACC000127,2024-04-07 21:21:00,Credit,Mobile Banking,,12950.34,INR,Mobile Banking,451014.65,SUCCESS,Online Banking
TXN000013319,F8699A02313E40FB,ACC000191,2024-04-07 21:25:00,Debit,NEFT,,2316.47,INR,NEFT,520217.27,SUCCESS,NEFT Transfer
TXN000013320,B9ED7E1DE15749F5,ACC000413,2024-04-07 21:34:00,Debit,ATM,,2039.86,INR,ATM,306592.81,SUCCESS,ATM Withdrawal
TXN000013321,55278D78278B4486,ACC000533,2024-04-07 21:34:00,Debit,IMPS,,131.07,INR,IMPS,182067.45,SUCCESS,IMPS Transfer
TXN000013322,0855C53DD9E04241,ACC000494,2024-04-07 21:42:00,Credit,IMPS,,31289.69,INR,IMPS,38905.07,SUCCESS,IMPS Transfer
TXN000013323,12605EBAEF8E44E5,ACC000573,2024-04-07 21:43:00,Credit,ATM,,239.19,INR,ATM,77227.66,SUCCESS,ATM Withdrawal
TXN000013324,A0378548466D4685,ACC000367,2024-04-07 21:48:00,Credit,Mobile Banking,,6673.33,INR,Mobile Banking,440539.04,SUCCESS,Online Banking
TXN000013325,9985C373951D49B1,ACC000505,2024-04-07 21:48:00,Debit,UPI,MER0024,3131.42,INR,UPI,88212.25,SUCCESS,UPI Payment
TXN000013326,C75EFE9F473647CD,ACC000546,2024-04-07 21:58:00,Debit,IMPS,,5711.42,INR,IMPS,136605.05,SUCCESS,IMPS Transfer
TXN000013327,CFBFE9BB47724794,ACC000274,2024-04-07 22:03:00,Debit,NEFT,,5273.19,INR,NEFT,292677.53,SUCCESS,NEFT Transfer
TXN000013328,ED22767F126C4221,ACC000069,2024-04-07 22:04:00,Debit,Mobile Banking,,19183.3,INR,Mobile Banking,369073.24,PENDING,Online Banking
TXN000013329,9969439F306B4C19,ACC000518,2024-04-07 22:06:00,Debit,IMPS,,89.41,INR,IMPS,327244.93,SUCCESS,IMPS Transfer
TXN000013330,87C8D8F12AEA4A65,ACC000243,2024-04-07 22:12:00,Credit,Cash,,3122.84,INR,Cash,236417.59,SUCCESS,Cash Deposit
TXN000013331,1DD7D863C3D94D81,ACC000771,2024-04-07 22:16:00,Debit,Mobile Banking,,11339.48,INR,Mobile Banking,11750.1,SUCCESS,Online Banking
TXN000013332,C96DB0E5D0E24BDB,ACC000763,2024-04-07 22:24:00,Debit,NEFT,,12821.06,INR,NEFT,196339.34,SUCCESS,NEFT Transfer
TXN000013333,CABC5E019E594328,ACC000759,2024-04-07 22:29:00,Credit,ATM,,12099.47,INR,ATM,78978.33,SUCCESS,ATM Withdrawal
TXN000013334,EC2B6AB597A84C7D,ACC000474,2024-04-07 22:32:00,Debit,IMPS,,16306.72,INR,IMPS,295162.32,SUCCESS,IMPS Transfer
TXN000013335,83B8205C8695443F,ACC000688,2024-04-07 22:33:00,Debit,Debit Card,MER0015,6291.05,INR,Debit Card,147392.98,SUCCESS,POS Purchase
TXN000013336,A621E57DD4FF4102,ACC000055,2024-04-07 22:41:00,Debit,UPI,MER0035,6041.51,INR,UPI,188460.73,SUCCESS,UPI Payment
TXN000013337,48F43F98B148473F,ACC000173,2024-04-07 22:56:00,Credit,UPI,MER0066,16673.39,INR,UPI,484158.07,SUCCESS,UPI Payment
TXN000013338,0FD4427463584A07,ACC000553,2024-04-07 23:17:00,Debit,Mobile Banking,,8875.79,INR,Mobile Banking,456278.38,SUCCESS,Online Banking
TXN000013339,0828368A9A90482D,ACC000143,2024-04-07 23:27:00,Credit,NEFT,,7956.49,INR,NEFT,308334.13,SUCCESS,NEFT Transfer
TXN000013340,9108CDD1B1474DFB,ACC000078,2024-04-07 23:45:00,Debit,Cash,,5583.99,INR,Cash,52807.45,SUCCESS,Cash Deposit
TXN000013341,B6D467D7A8774C82,ACC000695,2024-04-07 23:46:00,Credit,IMPS,,15683.47,INR,IMPS,52625.33,SUCCESS,IMPS Transfer
TXN000013342,EC3FAB855CE44D97,ACC000061,2024-04-08 00:14:00,Credit,Credit Card,MER0001,10326.68,INR,Credit Card,137643.89,SUCCESS,Card Payment
TXN000013343,8CC4B017A6424703,ACC000037,2024-04-08 00:33:00,Debit,ATM,,16408.44,INR,ATM,351475.07,SUCCESS,ATM Withdrawal
TXN000013344,17D5D333E02242CB,ACC000093,2024-04-08 00:34:00,Debit,Mobile Banking,,6253.19,INR,Mobile Banking,407956.49,SUCCESS,Online Banking
TXN000013345,43C44C93641A4839,ACC000394,2024-04-08 00:53:00,Debit,NEFT,,1516.51,INR,NEFT,178103.84,SUCCESS,NEFT Transfer
TXN000013346,E782490C5F4F4ADE,ACC000682,2024-04-08 00:56:00,Debit,Mobile Banking,,11806.86,INR,Mobile Banking,581784.66,SUCCESS,Online Banking
TXN000013347,EBC3AB402D854A65,ACC000092,2024-04-08 01:07:00,Debit,IMPS,,19881.2,USD,IMPS,101519.78,SUCCESS,IMPS Transfer
TXN000013348,5F4779D23179487B,ACC000056,2024-04-08 01:11:00,Credit,UPI,MER0059,11357.24,INR,UPI,113719.23,SUCCESS,UPI Payment
TXN000013349,ADC6182258654275,ACC000444,2024-04-08 01:16:00,Debit,ATM,,213.3,INR,ATM,448856.79,SUCCESS,ATM Withdrawal
TXN000013350,F3FD4451FA8C4D83,ACC000364,2024-04-08 01:17:00,Debit,Credit Card,MER0085,1988.31,INR,Credit Card,249617.69,SUCCESS,Card Payment
TXN000013351,FDB256D72CCB418F,ACC000322,2024-04-08 01:24:00,Credit,ATM,,14364.02,INR,ATM,306483.07,SUCCESS,ATM Withdrawal
TXN000013352,0E891A674A0C4B3F,ACC000628,2024-04-08 01:41:00,Debit,ATM,,7955.89,INR,ATM,32113.72,SUCCESS,ATM Withdrawal
TXN000013353,F807BF086A9843C7,ACC000324,2024-04-08 01:45:00,Debit,Debit Card,MER0076,9899.49,INR,Debit Card,550145.67,SUCCESS,POS Purchase
TXN000013354,6F6561ABB40C476C,ACC000569,2024-04-08 01:46:00,Credit,Cash,,2539.28,INR,Cash,141433.4,SUCCESS,Cash Deposit
TXN000013355,CCCC70AC33B443B2,ACC000431,2024-04-08 01:47:00,Credit,Debit Card,MER0008,12918.91,INR,Debit Card,235303.57,SUCCESS,POS Purchase
TXN000013356,FF146994EFB94E20,ACC000124,2024-04-08 01:59:00,Credit,ATM,,19583.85,INR,ATM,71879.46,SUCCESS,ATM Withdrawal
TXN000013357,D8269D285236411D,ACC000703,2024-04-08 01:59:00,Debit,ATM,,13283.66,INR,ATM,221166.0,SUCCESS,ATM Withdrawal
TXN000013358,E7D1F2D46FA8450D,ACC000264,2024-04-08 02:01:00,Debit,NEFT,,400.84,INR,NEFT,273396.48,SUCCESS,NEFT Transfer
TXN000013359,A36E4B2C5C734655,ACC000388,2024-04-08 02:19:00,Debit,Debit Card,MER0004,8982.4,INR,Debit Card,512997.24,SUCCESS,POS Purchase
TXN000013360,518952CF2110481A,ACC000262,2024-04-08 02:22:00,Credit,Cash,,9852.96,INR,Cash,108530.9,SUCCESS,Cash Deposit
TXN000013361,E50DADA9B6EF4E9B,ACC000638,2024-04-08 02:25:00,Debit,Debit Card,MER0028,4646.9,INR,Debit Card,20225.06,SUCCESS,POS Purchase
TXN000013362,7F6C7B9362B64E48,ACC000030,2024-04-08 02:30:00,Credit,Debit Card,MER0015,17743.23,INR,Debit Card,44693.14,SUCCESS,POS Purchase
TXN000013363,5A74F6A89CC4480D,ACC000481,2024-04-08 02:31:00,Debit,Mobile Banking,,15149.41,INR,Mobile Banking,65524.19,SUCCESS,Online Banking
TXN000013364,0280E14175154881,ACC000672,2024-04-08 02:56:00,Debit,UPI,MER0073,8577.68,INR,UPI,415069.97,SUCCESS,UPI Payment
TXN000013365,2FE5D570F0EE4825,ACC000617,2024-04-08 03:20:00,Debit,NEFT,,9162.39,INR,NEFT,289012.13,SUCCESS,NEFT Transfer
TXN000013366,2C4BB5F8A74E4B3A,ACC000527,2024-04-08 03:24:00,Debit,IMPS,,15717.0,INR,IMPS,87465.29,SUCCESS,IMPS Transfer
TXN000013367,F96B5B92F65F4F16,ACC000298,2024-04-08 03:33:00,Debit,Credit Card,MER0062,8905.74,INR,Credit Card,616309.03,SUCCESS,Card Payment
TXN000013368,915B3CB857F64327,ACC000323,2024-04-08 04:21:00,Debit,Debit Card,MER0082,7162.32,INR,Debit Card,277015.34,SUCCESS,POS Purchase
TXN000013369,E8B1845915194D9F,ACC000278,2024-04-08 04:34:00,Debit,ATM,,6763.01,INR,ATM,4509.75,SUCCESS,ATM Withdrawal
TXN000013370,DF6B6D98B1EB44EE,ACC000003,2024-04-08 05:11:00,Debit,NEFT,,14512.8,INR,NEFT,282249.2,SUCCESS,NEFT Transfer
TXN000013371,B3DC3C0D8055409C,ACC000519,2024-04-08 05:13:00,Credit,Cash,,43232.57,INR,Cash,48702.11,SUCCESS,Cash Deposit
TXN000013372,971639830D904646,ACC000396,2024-04-08 05:19:00,Debit,IMPS,,1350.42,INR,IMPS,353542.97,SUCCESS,IMPS Transfer
TXN000013373,5F35D56B8ED94AD5,ACC000171,2024-04-08 05:20:00,Debit,NEFT,,19482.43,INR,NEFT,169606.03,SUCCESS,NEFT Transfer
TXN000013374,1417EBE92C45454C,ACC000550,2024-04-08 05:21:00,Debit,UPI,MER0040,17375.24,INR,UPI,454804.17,SUCCESS,UPI Payment
TXN000013375,F4B2D2FC0C6245EC,ACC000459,2024-04-08 05:24:00,Debit,Cash,,12904.37,INR,Cash,149264.15,SUCCESS,Cash Deposit
TXN000013376,E599CFEBBA754368,ACC000057,2024-04-08 05:39:00,Credit,Credit Card,MER0072,16963.96,INR,Credit Card,537099.58,SUCCESS,Card Payment
TXN000013377,B063E4CD5B484571,ACC000297,2024-04-08 05:52:00,Debit,IMPS,,263.2,INR,IMPS,116052.58,SUCCESS,IMPS Transfer
TXN000013378,BAFA272D6E834DFC,ACC000028,2024-04-08 05:58:00,Debit,Mobile Banking,,15808.3,INR,Mobile Banking,340057.13,SUCCESS,Online Banking
TXN000013379,058851918A8C4911,ACC000423,2024-04-08 06:00:00,Debit,Debit Card,MER0003,10857.93,INR,Debit Card,7260.74,SUCCESS,POS Purchase
TXN000013380,6324DE70EF3146FB,ACC000642,2024-04-08 06:00:00,Debit,IMPS,,77.91,INR,IMPS,96156.76,PENDING,IMPS Transfer
TXN000013381,20D4E693932E4951,ACC000081,2024-04-08 06:20:00,Debit,Credit Card,MER0010,11486.57,INR,Credit Card,199835.3,SUCCESS,Card Payment
TXN000013382,A9584E4548B54B9D,ACC000398,2024-04-08 06:26:00,Debit,ATM,,14768.34,INR,ATM,21331.61,PENDING,ATM Withdrawal
TXN000013383,79E2E92AAE7E4568,ACC000396,2024-04-08 06:28:00,Credit,Debit Card,MER0086,3923.39,INR,Debit Card,394527.53,SUCCESS,POS Purchase
TXN000013384,F6E9E72F10BC44FD,ACC000423,2024-04-08 06:28:00,Debit,Debit Card,MER0001,5684.38,INR,Debit Card,113772.32,SUCCESS,POS Purchase
TXN000013385,1EC35EBC5B5C4A96,ACC000604,2024-04-08 06:47:00,Debit,Cash,,13727.45,INR,Cash,27798.63,SUCCESS,Cash Deposit
TXN000013386,604E065BFB344698,ACC000569,2024-04-08 06:51:00,Debit,Cash,,14933.59,INR,Cash,170770.48,SUCCESS,Cash Deposit
TXN000013387,772B7EB8A7DC4AD3,ACC000583,2024-04-08 06:55:00,Credit,NEFT,,14134.94,INR,NEFT,39090.45,SUCCESS,NEFT Transfer
TXN000013388,8A9919378AB84046,ACC000424,2024-04-08 07:17:00,Credit,IMPS,,17858.27,INR,IMPS,522300.01,SUCCESS,IMPS Transfer
TXN000013389,2217C9F8AE734E86,ACC000489,2024-04-08 07:25:00,Credit,UPI,MER0040,16041.47,INR,UPI,119156.66,SUCCESS,UPI Payment
TXN000013390,F3EF1A6580C9446E,ACC000458,2024-04-08 07:26:00,Debit,UPI,MER0036,13339.87,INR,UPI,151879.92,SUCCESS,UPI Payment
TXN000013391,2D571DB07C2240A8,ACC000370,2024-04-08 07:32:00,Credit,Mobile Banking,,8315.23,INR,Mobile Banking,157146.73,SUCCESS,Online Banking
TXN000013392,4F10C75A6F064099,ACC000686,2024-04-08 07:35:00,Credit,ATM,,8263.42,INR,ATM,15965.53,SUCCESS,ATM Withdrawal
TXN000013393,88C2DBF090684F56,ACC000306,2024-04-08 07:56:00,Debit,NEFT,,611.31,INR,NEFT,335604.29,SUCCESS,NEFT Transfer
TXN000013394,5123DEB922DC4AB7,ACC000534,2024-04-08 08:15:00,Debit,Debit Card,MER0057,13432.08,INR,Debit Card,605104.06,SUCCESS,POS Purchase
TXN000013395,7B8C2D1060954CEB,ACC000296,2024-04-08 08:23:00,Debit,Credit Card,MER0039,7413.86,INR,Credit Card,44308.49,SUCCESS,Card Payment
TXN000013396,7823D601E31E4BC1,ACC000008,2024-04-08 08:26:00,Debit,Debit Card,MER0035,11372.39,INR,Debit Card,45888.95,SUCCESS,POS Purchase
TXN000013397,EA2C14DFBB5E424A,ACC000785,2024-04-08 08:43:00,Debit,UPI,MER0028,1506.41,INR,UPI,694520.02,SUCCESS,UPI Payment
TXN000013398,FDFF91727F8F472A,ACC000295,2024-04-08 08:57:00,Credit,Debit Card,MER0034,8173.37,USD,Debit Card,291744.22,SUCCESS,POS Purchase
TXN000013399,45354EF13CC24FE5,ACC000014,2024-04-08 08:58:00,Debit,Credit Card,MER0075,13510.81,INR,Credit Card,241835.93,SUCCESS,Card Payment
TXN000013400,B2D48A07D5CA4760,ACC000612,2024-04-08 09:15:00,Debit,Credit Card,MER0022,6098.53,INR,Credit Card,28801.55,SUCCESS,Card Payment
TXN000013401,EC83FF19140C4835,ACC000434,2024-04-08 09:17:00,Credit,Credit Card,MER0051,1798.32,INR,Credit Card,340707.66,SUCCESS,Card Payment
TXN000013402,33A6B9A7B9CE4BBB,ACC000539,2024-04-08 09:18:00,Debit,UPI,MER0077,2668.36,INR,UPI,26599.83,SUCCESS,UPI Payment
TXN000013403,4DE7098890C7499C,ACC000042,2024-04-08 09:22:00,Debit,Credit Card,MER0015,5182.96,INR,Credit Card,233816.55,SUCCESS,Card Payment
TXN000013404,74AD9AE811DE4CD7,ACC000210,2024-04-08 09:29:00,Debit,NEFT,,3354.37,INR,NEFT,34819.73,SUCCESS,NEFT Transfer
TXN000013405,B5729DA94C9841CD,ACC000725,2024-04-08 09:37:00,Credit,ATM,,12496.9,INR,ATM,135710.83,SUCCESS,ATM Withdrawal
TXN000013406,E6BB0B3A82814E36,ACC000730,2024-04-08 10:09:00,Debit,ATM,,15430.64,INR,ATM,518298.0,SUCCESS,ATM Withdrawal
TXN000013407,563A79AA19C54E66,ACC000374,2024-04-08 10:38:00,Debit,UPI,MER0023,9031.17,INR,UPI,525194.4,SUCCESS,UPI Payment
TXN000013408,A2495C5B53174443,ACC000778,2024-04-08 10:40:00,Credit,IMPS,,5462.1,INR,IMPS,53446.57,SUCCESS,IMPS Transfer
TXN000013409,4BF7DC6AC4684BE3,ACC000619,2024-04-08 10:48:00,Credit,IMPS,,13960.69,INR,IMPS,32015.52,SUCCESS,IMPS Transfer
TXN000013410,E3993C8E52F341E2,ACC000234,2024-04-08 10:55:00,Debit,Credit Card,MER0074,13489.27,INR,Credit Card,129870.27,SUCCESS,Card Payment
TXN000013411,C53C832D25A74709,ACC000774,2024-04-08 10:57:00,Credit,ATM,,9738.29,INR,ATM,222524.9,SUCCESS,ATM Withdrawal
TXN000013412,46BDE87C7FFB4A7E,ACC000694,2024-04-08 11:03:00,Debit,ATM,,8444.47,INR,ATM,59974.47,SUCCESS,ATM Withdrawal
TXN000013413,B9834FDF2DBB4283,ACC000674,2024-04-08 11:05:00,Debit,IMPS,,9534.02,INR,IMPS,593440.79,SUCCESS,IMPS Transfer
TXN000013414,CDF59C18077B4BBC,ACC000432,2024-04-08 11:06:00,Credit,NEFT,,12006.06,INR,NEFT,52136.9,SUCCESS,NEFT Transfer
TXN000013415,B24C1D04271C4464,ACC000674,2024-04-08 11:06:00,Debit,ATM,,7922.41,INR,ATM,681877.97,SUCCESS,ATM Withdrawal
TXN000013416,013B1EFDE37A4A5A,ACC000324,2024-04-08 11:20:00,Credit,ATM,,2364.32,INR,ATM,599495.92,SUCCESS,ATM Withdrawal
TXN000013417,CDFD2BD59B72416F,ACC000400,2024-04-08 11:43:00,Debit,IMPS,,5383.86,INR,IMPS,338053.0,SUCCESS,IMPS Transfer
TXN000013418,B71ABC878BB0458F,ACC000428,2024-04-08 11:45:00,Debit,IMPS,,2906.09,INR,IMPS,493180.12,SUCCESS,IMPS Transfer
TXN000013419,7C4C1FFA11AA4761,ACC000273,2024-04-08 11:50:00,Debit,NEFT,,4863.99,INR,NEFT,41110.8,SUCCESS,NEFT Transfer
TXN000013420,3E941B3741604C2F,ACC000485,2024-04-08 11:54:00,Credit,Debit Card,MER0025,29174.44,INR,Debit Card,36384.98,SUCCESS,POS Purchase
TXN000013421,7AA013D45C8043AE,ACC000521,2024-04-08 12:12:00,Debit,NEFT,,3296.67,INR,NEFT,75830.73,SUCCESS,NEFT Transfer
TXN000013422,7B782DD82F4348AE,ACC000254,2024-04-08 12:13:00,Debit,ATM,,3727.74,INR,ATM,416406.88,SUCCESS,ATM Withdrawal
TXN000013423,ABD0F09E258841C8,ACC000609,2024-04-08 12:26:00,Debit,Credit Card,MER0048,16460.58,INR,Credit Card,273407.53,SUCCESS,Card Payment
TXN000013424,758F1AA25F534183,ACC000005,2024-04-08 12:30:00,Credit,Mobile Banking,,18780.12,INR,Mobile Banking,75208.89,SUCCESS,Online Banking
TXN000013425,2B619C23551D401A,ACC000768,2024-04-08 12:39:00,Debit,ATM,,11729.68,INR,ATM,509663.45,SUCCESS,ATM Withdrawal
TXN000013426,B39D8B1EF29645B9,ACC000146,2024-04-08 12:41:00,Debit,IMPS,,4623.7,USD,IMPS,376897.77,FAILED,IMPS Transfer
TXN000013427,0D372CFF57D445A1,ACC000489,2024-04-08 12:41:00,Debit,Mobile Banking,,9736.27,INR,Mobile Banking,119297.81,SUCCESS,Online Banking
TXN000013428,B0D1FAC95E754193,ACC000505,2024-04-08 12:47:00,Debit,IMPS,,6360.96,INR,IMPS,28888.23,SUCCESS,IMPS Transfer
TXN000013429,03EAC703EADD4145,ACC000073,2024-04-08 12:48:00,Credit,IMPS,,10253.7,INR,IMPS,15354.22,SUCCESS,IMPS Transfer
TXN000013430,CF272CB380CD4CB0,ACC000529,2024-04-08 12:48:00,Debit,Cash,,8421.79,INR,Cash,143584.99,SUCCESS,Cash Deposit
TXN000013431,BCE6CF38528D4681,ACC000182,2024-04-08 13:13:00,Debit,Debit Card,MER0061,18727.24,INR,Debit Card,123471.9,SUCCESS,POS Purchase
TXN000013432,3BA6043F378E4E7B,ACC000664,2024-04-08 13:34:00,Debit,UPI,MER0049,5519.05,INR,UPI,464147.74,SUCCESS,UPI Payment
TXN000013433,864ECD1C19CC4696,ACC000072,2024-04-08 13:41:00,Debit,ATM,,6687.27,INR,ATM,390403.14,SUCCESS,ATM Withdrawal
TXN000013434,9314844EBB2848A6,ACC000212,2024-04-08 13:54:00,Credit,Credit Card,MER0069,18446.04,INR,Credit Card,281736.3,SUCCESS,Card Payment
TXN000013435,04C4395A9BE943F9,ACC000096,2024-04-08 14:00:00,Credit,Credit Card,MER0056,10318.38,INR,Credit Card,40732.02,SUCCESS,Card Payment
TXN000013436,458273A96E164766,ACC000301,2024-04-08 14:01:00,Debit,UPI,MER0056,8960.58,INR,UPI,195620.49,SUCCESS,UPI Payment
TXN000013437,29D8F255788E4CB2,ACC000704,2024-04-08 14:18:00,Debit,UPI,MER0014,4053.85,INR,UPI,14516.84,SUCCESS,UPI Payment
TXN000013438,B04D1AD65D364D3D,ACC000518,2024-04-08 14:25:00,Debit,Debit Card,MER0010,9666.49,INR,Debit Card,454635.93,SUCCESS,POS Purchase
TXN000013439,3EA7C8EDE20F4C79,ACC000671,2024-04-08 14:25:00,Debit,IMPS,,6476.67,INR,IMPS,85045.88,SUCCESS,IMPS Transfer
TXN000013440,7BAA909D426D4D90,ACC000759,2024-04-08 14:46:00,Debit,Credit Card,MER0052,14347.2,INR,Credit Card,37323.95,SUCCESS,Card Payment
TXN000013441,47913E749E9D4B66,ACC000705,2024-04-08 14:53:00,Debit,Mobile Banking,,6733.42,INR,Mobile Banking,32898.61,SUCCESS,Online Banking
TXN000013442,649E63BDD5024D6D,ACC000703,2024-04-08 15:02:00,Debit,ATM,,9946.25,INR,ATM,99624.94,SUCCESS,ATM Withdrawal
TXN000013443,35C6AF9E54E44983,ACC000321,2024-04-08 15:04:00,Debit,UPI,MER0014,6627.17,INR,UPI,414303.7,SUCCESS,UPI Payment
TXN000013444,232CADBF85CB49FB,ACC000509,2024-04-08 15:05:00,Credit,Credit Card,MER0075,12710.3,INR,Credit Card,29130.24,SUCCESS,Card Payment
TXN000013445,99F2F5DCBFCF4F41,ACC000520,2024-04-08 15:07:00,Debit,NEFT,,2793.5,INR,NEFT,200561.65,SUCCESS,NEFT Transfer
TXN000013446,0101AE51CA084124,ACC000097,2024-04-08 15:08:00,Debit,ATM,,17706.87,INR,ATM,392174.9,SUCCESS,ATM Withdrawal
TXN000013447,83B9B14E9F7843D1,ACC000019,2024-04-08 15:10:00,Debit,NEFT,,6603.38,INR,NEFT,28570.81,SUCCESS,NEFT Transfer
TXN000013448,8ADDB10E1851416E,ACC000198,2024-04-08 15:16:00,Debit,Credit Card,MER0027,12676.41,INR,Credit Card,154249.81,SUCCESS,Card Payment
TXN000013449,27354B1DEE2D45F8,ACC000508,2024-04-08 15:16:00,Debit,Cash,,9552.2,INR,Cash,327360.07,SUCCESS,Cash Deposit
TXN000013450,9335F3E62597408A,ACC000533,2024-04-08 15:16:00,Debit,NEFT,,8337.29,INR,NEFT,184214.4,SUCCESS,NEFT Transfer
TXN000013451,7B4031F1BFA24BE5,ACC000123,2024-04-08 15:25:00,Debit,Credit Card,MER0027,16093.76,INR,Credit Card,328905.19,SUCCESS,Card Payment
TXN000013452,94822AA1B68C4A08,ACC000111,2024-04-08 15:28:00,Debit,ATM,,683.48,INR,ATM,159178.75,SUCCESS,ATM Withdrawal
TXN000013453,68CACCC04F994692,ACC000531,2024-04-08 15:28:00,Debit,NEFT,,15445.78,INR,NEFT,78627.66,SUCCESS,NEFT Transfer
TXN000013454,1AA614786AE1481F,ACC000667,2024-04-08 15:54:00,Debit,Cash,,13217.97,INR,Cash,164581.41,SUCCESS,Cash Deposit
TXN000013455,F201CDEF0E874E92,ACC000667,2024-04-08 16:00:00,Debit,Debit Card,MER0058,3489.22,INR,Debit Card,85918.57,SUCCESS,POS Purchase
TXN000013456,0DCA6019201A4A3D,ACC000579,2024-04-08 16:17:00,Debit,Mobile Banking,,684.15,INR,Mobile Banking,128085.31,SUCCESS,Online Banking
