account_id,customer_id,branch_id,account_type,currency,opening_balance,current_balance,interest_rate,account_status,opened_date
ACC000296,CUST000357,BR001,Savings,INR,113702.77,303117.34,3.5,Active,2019-11-27
ACC000297,CUST000029,BR008,Savings,INR,318737.29,514733.09,3.5,Active,2019-12-05
ACC000298,CUST000440,BR004,Savings,INR,486946.03,750122.95,3.5,Active,2019-06-24
ACC000299,CUST000244,BR009,Salary,INR,136276.43,409732.17,3.0,Active,2022-02-22
ACC000300,CUST000162,BR007,Salary,INR,8813.39,31318.73,3.0,Active,2020-08-13
ACC000301,CUST000291,BR007,Savings,INR,417490.63,503695.44,3.5,Active,2022-09-20
ACC000302,CUST000371,BR001,NRE,INR,40135.42,251045.22,4.0,Active,2022-11-17
ACC000303,CUST000310,BR006,Savings,INR,384733.82,668934.26,3.5,Active,2023-06-13
ACC000304,CUST000252,BR007,NRE,INR,114841.06,258404.26,4.0,Active,2023-03-18
ACC000305,CUST000396,BR002,Savings,INR,309689.33,539008.64,3.5,Active,2019-10-29
ACC000306,CUST000079,BR002,Current,INR,370087.99,430925.37,0.0,Active,2020-03-12
ACC000307,CUST000139,BR008,Savings,INR,52013.48,32567.51,3.5,Active,2023-11-01
ACC000308,CUST000046,BR007,Savings,INR,177603.23,160175.72,3.5,Active,2022-08-21
ACC000309,CUST000372,BR010,Current,INR,450666.89,717489.54,0.0,Active,2021-09-21
ACC000310,CUST000138,BR003,Savings,INR,151264.5,273857.88,3.5,Active,2019-09-17
ACC000311,CUST000040,BR010,Savings,INR,181201.33,461679.13,3.5,Active,2024-07-23
ACC000312,CUST000004,BR006,Savings,INR,474462.91,540738.94,3.5,Active,2023-04-06
ACC000313,CUST000334,BR010,Current,INR,487138.46,484782.03,0.0,Active,2022-08-06
ACC000314,CUST000494,BR010,Savings,INR,199721.55,261419.73,3.5,Active,2024-07-04
ACC000315,CUST000403,BR010,Savings,USD,197074.63,186935.37,3.5,Active,2021-03-29
ACC000316,CUST000014,BR008,Current,INR,476549.3,588117.08,0.0,Active,2021-05-08
ACC000317,CUST000435,BR003,Savings,INR,398032.76,491232.32,3.5,Active,2024-08-07
ACC000318,CUST000367,BR010,Savings,INR,212140.85,294087.64,3.5,Active,2024-01-14
ACC000319,CUST000472,BR006,Savings,INR,434947.23,531352.47,3.5,Active,2019-05-31
ACC000320,CUST000469,BR003,Savings,INR,43405.99,262539.91,3.5,Active,2022-12-25
ACC000321,CUST000347,BR007,NRE,INR,323725.06,612108.96,4.0,Active,2022-09-20
ACC000322,CUST000383,BR008,Savings,INR,259880.09,413061.49,3.5,Active,2021-06-24
ACC000323,CUST000354,BR008,Savings,INR,250732.43,321471.02,3.5,Active,2019-04-11
ACC000324,CUST000060,BR005,NRE,INR,415827.55,621380.3,4.0,Active,2022-11-27
ACC000325,CUST000179,BR006,Savings,INR,238605.1,341963.18,3.5,Active,2024-01-28
ACC000326,CUST000012,BR004,Current,INR,424740.82,601530.29,0.0,Active,2020-11-04
ACC000327,CUST000219,BR003,Savings,INR,479272.85,510422.29,3.5,Active,2023-07-18
ACC000328,CUST000378,BR007,Savings,INR,307439.36,326502.91,3.5,Active,2023-10-26
ACC000329,CUST000361,BR009,Savings,INR,404556.16,376453.47,3.5,Active,2020-02-21
ACC000330,CUST000135,BR010,Savings,INR,335680.01,456999.4,3.5,Active,2022-07-07
ACC000331,CUST000181,BR010,Savings,INR,422913.38,588990.32,3.5,Active,2022-05-03
ACC000332,CUST000123,BR009,Savings,INR,153384.62,167450.2,3.5,Active,2020-08-02
ACC000333,CUST000217,BR009,Savings,INR,93691.1,266116.67,3.5,Active,2020-12-10
ACC000334,CUST000432,BR001,Savings,INR,226049.48,194813.42,3.5,Active,2023-01-10
ACC000335,CUST000288,BR007,Savings,INR,253213.57,376453.02,3.5,Active,2024-07-07
ACC000336,CUST000290,BR001,Savings,INR,16399.49,232769.31,3.5,Active,2022-04-11
ACC000337,CUST000235,BR009,Savings,INR,283259.58,503651.25,3.5,Active,2024-07-21
ACC000338,CUST000279,BR008,Savings,INR,411818.12,490219.74,3.5,Closed,2019-06-20
ACC000339,CUST000425,BR008,Savings,INR,327182.18,363818.25,3.5,Active,2019-05-13
ACC000340,CUST000444,BR004,Savings,INR,496984.88,718455.96,3.5,Active,2021-08-28
ACC000341,CUST000364,BR004,Savings,INR,305520.64,405379.11,3.5,Active,2020-07-24
ACC000342,CUST000273,BR005,Savings,INR,141261.42,279830.41,3.5,Active,2022-08-18
ACC000343,CUST000461,BR001,Salary,USD,339970.36,323299.17,3.0,Active,2023-08-13
ACC000344,CUST000444,BR004,Savings,INR,67212.74,68397.95,3.5,Active,2022-08-12
ACC000345,CUST000296,BR008,Savings,INR,316568.59,486303.08,3.5,Active,2023-03-17
ACC000346,CUST000207,BR008,Current,USD,258291.12,305670.11,0.0,Active,2023-02-20
ACC000347,CUST000397,BR006,Savings,INR,423736.5,406336.08,3.5,Active,2024-02-21
ACC000348,CUST000496,BR006,Savings,INR,215391.91,239539.92,3.5,Active,2022-01-04
ACC000349,CUST000290,BR001,Savings,INR,426358.87,652265.15,3.5,Active,2019-07-18
ACC000350,CUST000064,BR001,Savings,USD,464787.0,470081.23,3.5,Active,2024-02-13
ACC000351,CUST000466,BR005,NRE,INR,66824.63,244323.65,4.0,Active,2020-10-13
ACC000352,CUST000341,BR005,Savings,INR,451996.33,459930.11,3.5,Active,2023-06-12
ACC000353,CUST000047,BR002,Savings,INR,352145.32,302525.53,3.5,Active,2024-05-07
ACC000354,CUST000005,BR007,Savings,INR,5023.22,75274.17,3.5,Active,2020-05-08
ACC000355,CUST000046,BR006,Savings,INR,365650.93,351500.44,3.5,Active,2022-07-07
ACC000356,CUST000386,BR002,Current,INR,437374.15,611925.8,0.0,Active,2020-08-08
ACC000357,CUST000226,BR007,Savings,INR,176242.67,200812.08,3.5,Active,2020-09-12
ACC000358,CUST000460,BR006,Savings,USD,51132.09,264488.07,3.5,Active,2023-04-22
ACC000359,CUST000142,BR001,Savings,INR,322665.66,359524.12,3.5,Active,2022-03-13
ACC000360,CUST000266,BR005,Savings,INR,303856.51,319882.79,3.5,Active,2023-05-24
ACC000361,CUST000123,BR010,Current,INR,247948.97,237409.25,0.0,Active,2024-08-08
ACC000362,CUST000185,BR006,Savings,INR,467028.28,463222.29,3.5,Active,2023-09-20
ACC000363,CUST000395,BR005,Savings,INR,37422.93,193000.15,3.5,Dormant,2019-02-26
ACC000364,CUST000204,BR007,Salary,INR,253798.69,423798.43,3.0,Active,2024-08-14
ACC000365,CUST000276,BR002,Savings,INR,308407.48,355521.19,3.5,Active,2022-06-23
ACC000366,CUST000275,BR005,Current,INR,164048.4,319301.41,0.0,Active,2019-09-28
ACC000367,CUST000030,BR008,Current,INR,122995.4,396615.11,0.0,Active,2020-04-20
ACC000368,CUST000337,BR001,Savings,INR,370588.43,362393.48,3.5,Dormant,2020-07-16
ACC000369,CUST000401,BR003,Savings,INR,411430.93,452167.37,3.5,Active,2023-03-04
ACC000370,CUST000061,BR005,Current,INR,385943.71,346218.4,0.0,Active,2023-10-25
ACC000371,CUST000322,BR001,NRE,INR,39457.95,148777.17,4.0,Active,2023-01-15
ACC000372,CUST000131,BR004,Savings,INR,386891.15,649885.1,3.5,Active,2020-04-17
ACC000373,CUST000007,BR003,Salary,INR,123031.17,238148.78,3.0,Dormant,2023-04-18
ACC000374,CUST000412,BR004,Savings,INR,457059.89,666292.93,3.5,Active,2023-09-14
ACC000375,CUST000139,BR009,Current,INR,413172.5,563210.09,0.0,Active,2020-05-04
ACC000376,CUST000265,BR008,Savings,INR,490725.52,774653.31,3.5,Active,2019-10-10
ACC000377,CUST000045,BR005,Savings,INR,276992.61,229781.82,3.5,Active,2021-04-01
ACC000378,CUST000238,BR009,Savings,INR,184768.54,474918.75,3.5,Active,2021-03-11
ACC000379,CUST000210,BR006,Savings,INR,12931.22,152472.04,3.5,Active,2019-02-09
ACC000380,CUST000373,BR007,Current,INR,154447.81,176265.84,0.0,Active,2021-09-02
ACC000381,CUST000365,BR009,NRE,INR,140632.81,105997.9,4.0,Active,2021-08-06
ACC000382,CUST000383,BR007,Savings,INR,43366.31,26818.26,3.5,Active,2020-06-30
ACC000383,CUST000494,BR007,Savings,INR,66223.43,118310.04,3.5,Active,2022-07-14
ACC000384,CUST000140,BR010,Savings,INR,117572.0,397816.14,3.5,Active,2020-07-11
ACC000385,CUST000161,BR008,Savings,INR,203849.76,341423.35,3.5,Active,2021-04-30
ACC000386,CUST000081,BR004,Savings,INR,403990.86,460466.1,3.5,Active,2019-06-15
ACC000387,CUST000128,BR005,Savings,INR,484231.6,572917.16,3.5,Closed,2019-07-20
ACC000388,CUST000208,BR002,Savings,INR,427446.05,572029.87,3.5,Active,2021-10-20
ACC000389,CUST000007,BR003,Savings,INR,31772.92,255108.92,3.5,Active,2021-06-29
ACC000390,CUST000481,BR002,Savings,INR,322697.82,476511.15,3.5,Active,2021-11-26
ACC000391,CUST000228,BR002,Salary,INR,404840.03,387032.55,3.0,Active,2022-09-20
ACC000392,CUST000294,BR001,Savings,INR,217145.03,420695.83,3.5,Active,2024-07-25
ACC000393,CUST000466,BR001,Savings,INR,94388.41,142337.5,3.5,Active,2020-08-31
ACC000394,CUST000256,BR002,Savings,INR,206584.11,349325.14,3.5,Active,2019-09-07
ACC000395,CUST000453,BR007,Savings,INR,398801.77,436003.48,3.5,Active,2019-03-21
ACC000396,CUST000249,BR007,Savings,INR,172673.03,320650.92,3.5,Active,2022-08-10
ACC000397,CUST000016,BR008,Savings,INR,447986.63,670475.03,3.5,Active,2019-08-28
ACC000398,CUST000499,BR005,NRE,INR,80652.78,117402.75,4.0,Active,2021-09-14
ACC000399,CUST000392,BR006,Current,INR,498199.63,524993.69,0.0,Closed,2023-05-10
ACC000400,CUST000122,BR010,Savings,INR,296667.24,528840.82,3.5,Active,2023-01-09
ACC000401,CUST000289,BR009,Salary,INR,71909.04,353838.02,3.0,Active,2024-07-09
ACC000402,CUST000120,BR001,Savings,INR,301229.73,258204.53,3.5,Active,2024-05-11
ACC000403,CUST000175,BR001,Current,INR,358751.88,630325.16,0.0,Active,2022-08-18
ACC000404,CUST000397,BR002,Salary,INR,56349.38,190552.59,3.0,Dormant,2023-02-03
ACC000405,CUST000052,BR007,Savings,INR,168943.97,231855.09,3.5,Dormant,2020-10-07
ACC000406,CUST000090,BR004,Savings,INR,353884.28,500576.34,3.5,Active,2023-01-01
ACC000407,CUST000376,BR010,Savings,INR,344560.72,339132.65,3.5,Closed,2019-01-08
ACC000408,CUST000017,BR010,NRE,INR,91858.8,153234.72,4.0,Active,2021-06-23
ACC000409,CUST000040,BR002,Savings,INR,119759.97,413592.85,3.5,Active,2020-11-18
ACC000410,CUST000172,BR002,Current,INR,223868.34,266692.69,0.0,Active,2021-10-19
ACC000411,CUST000025,BR007,Current,INR,193582.61,399987.18,0.0,Active,2020-11-12
ACC000412,CUST000052,BR003,Savings,INR,414574.68,640630.18,3.5,Active,2021-07-12
ACC000413,CUST000011,BR006,Savings,INR,160039.74,443121.49,3.5,Active,2019-10-31
ACC000414,CUST000281,BR010,Current,USD,470975.24,763289.77,0.0,Active,2022-10-16
ACC000415,CUST000221,BR003,Current,INR,471278.69,479027.71,0.0,Active,2023-11-14
ACC000416,CUST000210,BR005,NRE,INR,348901.16,551614.5,4.0,Active,2021-12-22
ACC000417,CUST000282,BR001,Savings,INR,420087.4,423843.88,3.5,Active,2023-01-17
ACC000418,CUST000308,BR003,Savings,INR,240683.87,224629.28,3.5,Closed,2021-04-27
ACC000419,CUST000060,BR005,Savings,INR,154868.35,243981.92,3.5,Active,2024-06-26
ACC000420,CUST000454,BR005,Savings,INR,191341.15,206645.18,3.5,Active,2019-07-02
ACC000421,CUST000289,BR002,Current,INR,31758.05,245040.35,0.0,Active,2020-02-01
ACC000422,CUST000388,BR009,Savings,INR,295273.49,439034.16,3.5,Active,2023-05-05
ACC000423,CUST000244,BR002,Salary,INR,286784.43,319259.14,3.0,Active,2022-05-09
ACC000424,CUST000293,BR002,Savings,INR,450327.08,680484.7,3.5,Active,2020-08-26
ACC000425,CUST000086,BR001,Salary,INR,486110.27,719071.52,3.0,Closed,2020-05-31
ACC000426,CUST000422,BR006,Savings,INR,313985.88,555923.72,3.5,Active,2021-11-22
ACC000427,CUST000199,BR009,Savings,INR,278625.74,421844.71,3.5,Active,2022-02-05
ACC000428,CUST000320,BR007,Current,INR,294200.47,517790.45,0.0,Active,2020-04-05
ACC000429,CUST000494,BR005,Savings,INR,469885.34,743610.2,3.5,Active,2020-02-18
ACC000430,CUST000136,BR001,Salary,INR,192138.69,312093.37,3.0,Active,2024-04-21
ACC000431,CUST000349,BR004,Savings,INR,347136.97,310710.86,3.5,Active,2022-09-19
ACC000432,CUST000191,BR005,Savings,INR,11096.21,247181.28,3.5,Active,2022-05-26
ACC000433,CUST000051,BR008,Savings,INR,486275.82,516060.91,3.5,Active,2022-05-15
ACC000434,CUST000310,BR007,Current,INR,323131.85,338909.34,0.0,Active,2021-05-15
ACC000435,CUST000421,BR005,Salary,INR,29046.7,256068.34,3.0,Active,2019-09-26
ACC000436,CUST000269,BR004,Current,INR,439786.96,399918.82,0.0,Active,2021-02-28
ACC000437,CUST000471,BR008,Savings,INR,180827.17,200515.59,3.5,Active,2023-02-17
ACC000438,CUST000016,BR003,Savings,USD,121727.11,242802.47,3.5,Active,2024-01-02
ACC000439,CUST000177,BR005,Savings,INR,82593.29,345665.46,3.5,Active,2020-01-06
ACC000440,CUST000400,BR004,Salary,INR,482493.89,732482.81,3.0,Active,2021-07-11
ACC000441,CUST000400,BR003,Savings,INR,483602.04,672371.95,3.5,Active,2024-04-25
ACC000442,CUST000130,BR007,Savings,INR,304563.6,584615.34,3.5,Active,2022-02-01
ACC000443,CUST000112,BR010,Savings,INR,233882.31,420900.96,3.5,Active,2023-06-15
ACC000444,CUST000432,BR005,Savings,INR,419849.83,566359.82,3.5,Active,2022-03-03
ACC000445,CUST000142,BR005,Savings,INR,320656.78,572178.84,3.5,Active,2021-12-05
ACC000446,CUST000030,BR006,Savings,INR,402909.48,633736.79,3.5,Active,2023-07-14
ACC000447,CUST000152,BR001,Savings,INR,130453.71,226951.7,3.5,Closed,2023-05-10
ACC000448,CUST000176,BR008,Current,INR,363548.39,391375.51,0.0,Active,2024-12-29
ACC000449,CUST000433,BR005,Savings,INR,85823.35,265988.49,3.5,Active,2021-01-11
ACC000450,CUST000414,BR002,Savings,INR,279956.8,549375.47,3.5,Active,2022-10-06
ACC000451,CUST000216,BR010,Salary,INR,394257.13,460218.13,3.0,Active,2021-12-03
ACC000452,CUST000444,BR008,Savings,INR,317563.98,470673.57,3.5,Active,2019-10-19
ACC000453,CUST000196,BR003,Salary,USD,265389.41,359976.95,3.0,Active,2020-09-09
ACC000454,CUST000458,BR003,NRE,INR,453403.85,563553.85,4.0,Active,2022-07-19
ACC000455,CUST000091,BR005,Savings,INR,157393.62,127698.38,3.5,Active,2024-01-26
ACC000456,CUST000082,BR003,Savings,INR,245298.97,462548.18,3.5,Active,2019-12-27
ACC000457,CUST000495,BR004,Savings,INR,239222.74,190856.94,3.5,Dormant,2024-12-26
ACC000458,CUST000388,BR004,Salary,INR,416781.1,433482.95,3.0,Active,2019-01-17
ACC000459,CUST000053,BR002,Savings,INR,192391.69,348426.43,3.5,Active,2020-11-15
ACC000460,CUST000373,BR003,Savings,INR,260623.92,394065.1,3.5,Active,2023-11-12
ACC000461,CUST000097,BR001,Savings,INR,83276.87,350689.85,3.5,Active,2023-07-11
ACC000462,CUST000376,BR006,Savings,INR,11934.72,138556.46,3.5,Active,2020-05-19
ACC000463,CUST000328,BR010,Savings,USD,128638.8,265795.5,3.5,Active,2019-07-19
ACC000464,CUST000011,BR007,Savings,INR,25069.29,15595.73,3.5,Active,2023-12-25
ACC000465,CUST000106,BR007,Current,INR,347900.82,518509.79,0.0,Active,2022-05-18
ACC000466,CUST000311,BR009,Savings,INR,350662.45,447251.46,3.5,Active,2020-03-05
ACC000467,CUST000055,BR009,Savings,USD,249371.79,412522.42,3.5,Active,2021-12-13
ACC000468,CUST000083,BR008,Savings,INR,20663.45,144387.6,3.5,Active,2021-04-30
ACC000469,CUST000465,BR003,Savings,INR,56105.03,207058.5,3.5,Active,2024-07-16
ACC000470,CUST000371,BR008,Savings,USD,51543.95,91106.19,3.5,Active,2021-08-04
ACC000471,CUST000052,BR006,Savings,INR,406776.03,662725.19,3.5,Active,2022-04-05
ACC000472,CUST000049,BR003,Current,INR,425771.7,687373.9,0.0,Active,2019-02-09
ACC000473,CUST000225,BR006,Savings,INR,477589.49,521497.78,3.5,Active,2020-01-16
ACC000474,CUST000493,BR007,Savings,INR,228812.8,471310.72,3.5,Active,2024-05-12
ACC000475,CUST000357,BR002,Savings,INR,363479.14,657028.35,3.5,Active,2020-10-14
ACC000476,CUST000348,BR010,Current,INR,219643.24,383606.35,0.0,Active,2023-01-08
ACC000477,CUST000499,BR002,Current,INR,445989.64,565067.52,0.0,Active,2024-06-22
ACC000478,CUST000336,BR010,Savings,INR,157804.73,354403.59,3.5,Active,2024-11-19
ACC000479,CUST000448,BR007,NRE,INR,169812.02,302898.13,4.0,Active,2020-01-26
ACC000480,CUST000347,BR001,Savings,INR,321060.82,323089.88,3.5,Active,2019-08-12
ACC000481,CUST000437,BR006,Current,INR,248421.63,256312.99,0.0,Closed,2024-07-06
ACC000482,CUST000115,BR002,Savings,INR,275697.29,358220.45,3.5,Active,2021-08-20
ACC000483,CUST000439,BR001,Savings,INR,249729.62,310351.15,3.5,Active,2024-07-30
ACC000484,CUST000001,BR009,Savings,INR,413128.47,640252.62,3.5,Active,2022-06-01
ACC000485,CUST000175,BR008,Savings,INR,182307.9,151304.22,3.5,Active,2021-07-02
ACC000486,CUST000367,BR002,Savings,INR,328926.44,529496.17,3.5,Active,2020-04-12
ACC000487,CUST000425,BR006,Savings,INR,317196.93,547166.38,3.5,Active,2024-11-08
ACC000488,CUST000072,BR002,Savings,INR,411097.49,620976.3,3.5,Active,2023-08-04
ACC000489,CUST000437,BR006,Savings,INR,197055.35,307021.45,3.5,Active,2021-02-19
ACC000490,CUST000429,BR008,Salary,INR,336398.74,329525.46,3.0,Dormant,2024-01-20
ACC000491,CUST000256,BR010,Savings,INR,3164.48,210839.36,3.5,Active,2023-11-08
ACC000492,CUST000091,BR002,Salary,INR,346217.04,356994.63,3.0,Active,2020-06-09
ACC000493,CUST000259,BR005,Salary,INR,440813.89,537346.55,3.0,Active,2021-10-13
ACC000494,CUST000413,BR005,Savings,INR,67552.54,162013.46,3.5,Active,2024-09-29
ACC000495,CUST000378,BR004,Savings,INR,467820.53,639224.68,3.5,Active,2021-04-02
ACC000496,CUST000345,BR009,Savings,INR,67203.19,265841.95,3.5,Active,2020-12-29
ACC000497,CUST000390,BR009,Current,INR,176766.66,294896.13,0.0,Active,2023-09-06
ACC000498,CUST000268,BR001,Current,INR,54128.76,137433.37,0.0,Active,2019-08-06
ACC000499,CUST000147,BR005,Savings,INR,342011.77,343261.71,3.5,Active,2019-09-12
ACC000500,CUST000232,BR009,Savings,INR,52137.52,305949.9,3.5,Active,2021-07-07
ACC000501,CUST000357,BR007,Current,INR,144531.69,327104.44,0.0,Active,2023-04-12
ACC000502,CUST000495,BR004,Savings,INR,276510.17,231048.0,3.5,Active,2021-10-26
ACC000503,CUST000425,BR010,Salary,INR,113548.7,285374.67,3.0,Active,2023-02-15
ACC000504,CUST000494,BR003,Current,USD,97555.36,204640.58,0.0,Active,2019-11-02
ACC000505,CUST000021,BR003,Savings,INR,214825.4,359634.92,3.5,Active,2020-06-16
ACC000506,CUST000364,BR010,Savings,INR,468809.73,432788.94,3.5,Dormant,2022-08-14
ACC000507,CUST000339,BR002,Savings,INR,151276.25,377744.11,3.5,Active,2023-01-06
ACC000508,CUST000095,BR007,Savings,INR,260782.54,485972.92,3.5,Active,2020-10-14
ACC000509,CUST000453,BR005,Savings,INR,107463.55,173622.78,3.5,Active,2023-01-17
ACC000510,CUST000288,BR002,Savings,INR,412020.51,705417.13,3.5,Active,2019-02-06
ACC000511,CUST000315,BR006,Salary,INR,459385.04,494724.55,3.0,Active,2019-06-13
ACC000512,CUST000132,BR006,Savings,INR,270578.42,319568.57,3.5,Active,2024-10-18
ACC000513,CUST000152,BR002,Savings,INR,449242.52,466621.86,3.5,Active,2024-10-05
ACC000514,CUST000276,BR004,NRE,INR,267069.71,436496.29,4.0,Active,2021-05-13
ACC000515,CUST000276,BR002,Savings,INR,414545.59,672068.62,3.5,Active,2023-11-18
ACC000516,CUST000170,BR005,Savings,INR,19905.27,0.0,3.5,Active,2020-12-30
ACC000517,CUST000133,BR007,Savings,INR,204408.76,312302.74,3.5,Active,2023-07-15
ACC000518,CUST000004,BR002,Savings,INR,321069.95,487492.23,3.5,Active,2019-07-06
ACC000519,CUST000352,BR007,Savings,INR,151374.0,131650.83,3.5,Active,2023-11-28
ACC000520,CUST000274,BR003,Savings,INR,110713.0,322076.87,3.5,Active,2022-04-23
ACC000521,CUST000444,BR009,NRE,INR,364932.96,445528.64,4.0,Active,2019-02-15
ACC000522,CUST000294,BR005,Savings,INR,298730.79,436734.01,3.5,Active,2019-12-15
ACC000523,CUST000109,BR003,Current,INR,206914.59,382990.62,0.0,Active,2024-09-30
ACC000524,CUST000100,BR009,Current,INR,58196.65,243038.92,0.0,Active,2019-08-11
ACC000525,CUST000035,BR006,Savings,INR,126093.12,145189.28,3.5,Active,2024-06-18
ACC000526,CUST000146,BR008,Savings,INR,310138.37,575179.88,3.5,Active,2022-07-25
ACC000527,CUST000300,BR007,Savings,INR,77045.09,225446.75,3.5,Active,2022-07-19
ACC000528,CUST000365,BR003,Current,INR,370168.29,472811.71,0.0,Active,2023-01-12
ACC000529,CUST000229,BR003,Savings,INR,180012.06,236927.19,3.5,Active,2020-03-21
ACC000530,CUST000424,BR002,Savings,INR,70860.83,209377.14,3.5,Active,2021-12-14
ACC000531,CUST000324,BR010,Current,INR,16565.92,170227.59,0.0,Active,2023-07-18
ACC000532,CUST000458,BR006,Savings,INR,499365.36,614601.74,3.5,Active,2020-08-31
ACC000533,CUST000439,BR002,Savings,INR,146208.58,258853.98,3.5,Active,2024-09-21
ACC000534,CUST000435,BR009,Savings,INR,482036.13,775684.75,3.5,Active,2020-11-10
ACC000535,CUST000290,BR006,Savings,INR,330047.24,618754.69,3.5,Active,2024-06-03
ACC000536,CUST000136,BR009,Savings,INR,185348.16,150331.11,3.5,Active,2021-04-26
ACC000537,CUST000233,BR002,Savings,INR,440894.44,404861.08,3.5,Active,2022-08-20
ACC000538,CUST000428,BR007,Current,INR,371212.94,523733.94,0.0,Active,2020-12-13
ACC000539,CUST000428,BR009,Savings,INR,39840.9,77896.14,3.5,Active,2021-07-01
ACC000540,CUST000406,BR003,Savings,INR,241572.93,403046.77,3.5,Active,2024-08-17
ACC000541,CUST000144,BR010,Savings,INR,106547.03,121964.02,3.5,Active,2023-01-23
ACC000542,CUST000416,BR008,Savings,INR,165782.16,155450.7,3.5,Active,2024-05-15
ACC000543,CUST000012,BR003,Current,INR,122591.48,117351.27,0.0,Active,2020-10-21
ACC000544,CUST000029,BR007,Savings,INR,84004.34,356860.74,3.5,Active,2024-10-17
ACC000545,CUST000369,BR004,Savings,INR,364259.18,601715.34,3.5,Closed,2019-12-18
ACC000546,CUST000088,BR010,Salary,INR,110462.54,204230.94,3.0,Active,2020-08-07
ACC000547,CUST000136,BR010,Savings,INR,84693.13,274650.04,3.5,Active,2024-02-01
ACC000548,CUST000056,BR007,Savings,INR,9264.75,142213.72,3.5,Active,2024-08-27
ACC000549,CUST000462,BR009,Savings,INR,307759.34,271422.14,3.5,Active,2024-12-16
ACC000550,CUST000462,BR009,Savings,INR,302133.85,541766.47,3.5,Active,2023-11-03
ACC000551,CUST000220,BR006,Savings,INR,115513.64,346318.71,3.5,Active,2023-04-11
ACC000552,CUST000357,BR008,Current,INR,288484.29,387405.58,0.0,Active,2021-11-08
ACC000553,CUST000307,BR001,Savings,INR,438506.39,531532.74,3.5,Active,2021-02-13
ACC000554,CUST000061,BR006,Savings,INR,260361.16,341621.62,3.5,Active,2021-04-21
ACC000555,CUST000300,BR010,Savings,INR,127562.73,376804.65,3.5,Active,2023-10-01
ACC000556,CUST000387,BR003,Savings,INR,102643.14,245879.87,3.5,Active,2024-05-30
ACC000557,CUST000158,BR003,Savings,INR,289247.93,510216.0,3.5,Active,2023-06-19
ACC000558,CUST000229,BR004,Current,INR,391771.52,674007.33,0.0,Active,2020-02-15
ACC000559,CUST000315,BR007,Current,USD,348831.65,546208.13,0.0,Active,2020-10-20
ACC000560,CUST000075,BR002,Savings,INR,236362.66,396448.56,3.5,Active,2019-12-28
ACC000561,CUST000371,BR005,Savings,INR,192778.68,487335.52,3.5,Active,2024-11-04
ACC000562,CUST000420,BR004,Salary,INR,88460.29,211489.22,3.0,Dormant,2019-02-13
ACC000563,CUST000100,BR004,Savings,INR,17771.07,177601.29,3.5,Active,2024-10-13
ACC000564,CUST000336,BR007,Savings,INR,1143.35,6249.02,3.5,Active,2022-02-04
ACC000565,CUST000266,BR009,Savings,INR,8667.89,204935.56,3.5,Active,2020-01-05
ACC000566,CUST000179,BR010,Salary,USD,174390.07,409820.28,3.0,Active,2021-07-15
ACC000567,CUST000003,BR009,Savings,INR,131292.65,223789.77,3.5,Active,2020-03-12
ACC000568,CUST000412,BR008,Salary,USD,257130.06,297322.75,3.0,Active,2021-10-21
ACC000569,CUST000388,BR010,Current,INR,170490.72,391950.3,0.0,Active,2024-03-02
ACC000570,CUST000196,BR006,Savings,INR,317197.24,615166.55,3.5,Active,2021-07-30
ACC000571,CUST000359,BR007,Savings,INR,416256.35,453146.51,3.5,Active,2020-01-16
ACC000572,CUST000477,BR010,Savings,INR,90064.39,149919.86,3.5,Dormant,2021-06-14
ACC000573,CUST000466,BR004,Savings,INR,95893.58,303882.87,3.5,Active,2021-08-19
ACC000574,CUST000128,BR002,Savings,INR,418331.02,492940.6,3.5,Active,2020-03-12
ACC000575,CUST000315,BR008,Savings,INR,4305.21,254286.48,3.5,Active,2019-06-23
ACC000576,CUST000452,BR003,Salary,USD,448602.89,702671.98,3.0,Active,2024-07-03
ACC000577,CUST000114,BR007,Savings,INR,375334.52,370220.6,3.5,Active,2024-11-23
ACC000578,CUST000202,BR002,Savings,INR,430339.67,651906.06,3.5,Active,2024-02-16
ACC000579,CUST000007,BR006,Savings,INR,337377.43,420177.23,3.5,Active,2020-02-17
ACC000580,CUST000135,BR006,Savings,INR,119332.44,234303.32,3.5,Active,2022-11-06
ACC000581,CUST000386,BR008,Savings,INR,186782.5,435796.63,3.5,Active,2022-02-19
ACC000582,CUST000118,BR009,Savings,INR,407281.14,609566.55,3.5,Active,2021-08-23
ACC000583,CUST000492,BR003,Savings,INR,369532.46,485077.92,3.5,Active,2019-02-09
ACC000584,CUST000323,BR005,Salary,INR,258986.48,461182.6,3.0,Active,2024-06-16
ACC000585,CUST000051,BR008,Savings,INR,345581.04,316593.77,3.5,Active,2021-11-07
ACC000586,CUST000134,BR006,Current,INR,181120.05,327242.56,0.0,Active,2021-11-21
ACC000587,CUST000494,BR005,Salary,INR,303182.44,455081.25,3.0,Active,2020-12-15
ACC000588,CUST000378,BR008,Savings,INR,224018.13,201460.76,3.5,Active,2022-03-19
ACC000589,CUST000414,BR002,Savings,INR,464354.77,561990.54,3.5,Active,2023-07-16
ACC000590,CUST000335,BR005,Savings,INR,146386.82,190002.16,3.5,Active,2023-06-08
ACC000591,CUST000383,BR003,Salary,INR,293872.97,581807.08,3.0,Active,2023-08-23
ACC000592,CUST000339,BR004,Current,INR,126571.86,336928.23,0.0,Active,2019-11-24
